UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
4641,3,303.1,311.2,1435,40.1,219,0,No Failure
4642,2,303.1,311.3,1494,42.7,221,0,No Failure
4643,3,303.2,311.4,1238,54.6,226,1,Heat Dissipation Failure
4644,3,303.2,311.4,1324,54.2,228,1,Heat Dissipation Failure
4645,3,303.2,311.4,1514,41.2,230,0,No Failure
4646,3,303.3,311.4,1732,25.6,232,0,No Failure
4647,3,303.3,311.4,1497,46,234,1,Tool Wear Failure
4648,3,303.3,311.4,1958,21.5,0,0,No Failure
4649,3,303.3,311.4,1630,32.5,2,0,No Failure
4650,1,303.3,311.4,1395,59.1,4,0,No Failure
4651,3,303.3,311.4,1658,30.5,7,0,No Failure
4652,3,303.2,311.4,1349,51.1,9,1,Heat Dissipation Failure
4653,3,303.1,311.2,1452,52.9,11,0,No Failure
4654,1,303.1,311.1,1594,35.5,13,0,No Failure
4655,1,303.1,311,1510,47.6,16,0,No Failure
4656,3,303.1,311.1,1854,22.6,19,0,No Failure
4657,3,303.1,311.2,1626,32.3,21,0,No Failure
4658,3,303.1,311.2,1628,35.2,23,0,No Failure
4659,3,303.1,311.2,1679,34.8,25,0,No Failure
4660,1,303.1,311.2,1489,44.5,27,0,No Failure
4661,3,303.2,311.2,1439,43.9,30,0,No Failure
4662,3,303.3,311.3,1350,48.1,32,1,Heat Dissipation Failure
4663,2,303.3,311.2,1607,31.7,34,0,No Failure
4664,3,303.3,311.3,1389,53.9,39,0,No Failure
4665,1,303.3,311.3,1566,46.1,41,0,No Failure
4666,1,303.4,311.4,1307,54,44,1,Heat Dissipation Failure
4667,1,303.3,311.5,1569,36.6,47,0,No Failure
4668,2,303.3,311.4,1651,30.6,50,0,No Failure
4669,2,303.3,311.4,1692,27.9,55,0,No Failure
4670,1,303.3,311.5,1373,47.3,60,1,Heat Dissipation Failure
4671,3,303.2,311.4,1610,35.5,63,0,No Failure
4672,3,303.3,311.4,1511,43.4,65,0,No Failure
4673,3,303.3,311.5,1412,55.6,67,0,No Failure
4674,3,303.4,311.5,1501,36.2,69,0,No Failure
4675,3,303.4,311.5,1414,44.8,71,0,No Failure
4676,2,303.5,311.5,1629,33.5,73,0,No Failure
4677,3,303.4,311.5,1879,21.3,78,0,No Failure
4678,2,303.5,311.6,1466,47,80,0,No Failure
4679,2,303.6,311.7,1476,40.1,85,0,No Failure
4680,3,303.6,311.8,1695,30.7,90,0,No Failure
4681,3,303.6,311.7,1491,39.8,92,0,No Failure
4682,1,303.6,311.8,1659,34.7,94,0,No Failure
4683,3,303.6,311.8,1567,31.7,97,0,No Failure
4684,3,303.6,311.8,1736,32.9,99,0,No Failure
4685,1,303.6,311.8,1421,44.8,101,1,No Failure
4686,1,303.6,311.8,1627,30.8,104,0,No Failure
4687,1,303.5,311.6,1562,34.2,107,0,No Failure
4688,3,303.5,311.6,2183,17,110,0,No Failure
4689,3,303.5,311.6,1577,38.1,112,0,No Failure
4690,1,303.4,311.5,1560,36.4,114,0,No Failure
4691,1,303.4,311.5,1483,43,117,0,No Failure
4692,3,303.5,311.5,1535,33.3,120,0,No Failure
4693,1,303.4,311.4,1606,29.6,122,0,No Failure
4694,1,303.4,311.5,1817,24.7,125,0,No Failure
4695,3,303.4,311.5,1424,50.8,128,0,No Failure
4696,3,303.3,311.6,1514,34.7,130,0,No Failure
4697,3,303.4,311.6,1449,41.7,132,0,No Failure
4698,1,303.5,311.6,1573,34,134,0,No Failure
4699,3,303.4,311.6,1564,41.9,137,0,No Failure
4700,3,303.5,311.6,1428,46.2,139,0,No Failure
4701,3,303.5,311.7,1620,31,141,0,No Failure
4702,2,303.5,311.7,1584,32.7,143,0,No Failure
4703,3,303.6,311.8,1222,66.8,148,1,Heat Dissipation Failure
4704,1,303.6,311.8,1432,42.5,150,0,No Failure
4705,3,303.7,311.9,1561,33.3,153,0,No Failure
4706,3,303.6,311.8,1614,33.2,155,0,No Failure
4707,3,303.5,311.7,1959,22.3,157,0,No Failure
4708,3,303.5,311.8,1944,23.5,159,0,No Failure
4709,3,303.4,311.7,1793,25.8,161,0,No Failure
4710,1,303.4,311.6,1446,50,163,0,No Failure
4711,3,303.4,311.7,1673,32.2,166,0,No Failure
4712,1,303.4,311.7,1515,44.2,168,0,No Failure
4713,3,303.4,311.8,1564,35.9,171,0,No Failure
4714,3,303.5,311.8,1451,45.2,173,0,No Failure
4715,2,303.4,311.8,1693,28.3,175,0,No Failure
4716,3,303.4,311.7,1476,42.3,180,0,No Failure
4717,3,303.4,311.6,1712,30.1,182,0,No Failure
4718,1,303.4,311.6,1425,45.4,184,0,No Failure
4719,3,303.3,311.6,1337,56.8,187,1,Heat Dissipation Failure
4720,1,303.4,311.7,1690,34.9,189,0,No Failure
4721,1,303.4,311.7,1353,44.1,192,1,Heat Dissipation Failure
4722,3,303.5,311.8,1927,21.9,195,0,No Failure
4723,1,303.4,311.8,1391,42.7,197,0,No Failure
4724,3,303.4,311.8,1366,50.9,200,1,Heat Dissipation Failure
4725,3,303.4,311.9,1771,31.6,202,0,No Failure
4726,1,303.4,311.8,1515,42.6,204,0,No Failure
4727,1,303.4,311.8,2133,18.3,207,0,No Failure
4728,1,303.4,311.8,1341,47,210,1,Heat Dissipation Failure
4729,3,303.4,311.7,1406,47.1,213,0,No Failure
4730,3,303.4,311.8,1306,61,215,1,Heat Dissipation Failure
4731,3,303.3,311.7,1508,35.5,217,0,No Failure
4732,3,303.3,311.6,1301,45.1,219,1,Heat Dissipation Failure
4733,3,303.3,311.7,1539,38.5,221,0,No Failure
4734,3,303.3,311.6,1484,44.6,223,0,No Failure
4735,3,303.2,311.5,1507,39.2,225,0,No Failure
4736,3,303.2,311.5,1544,42.5,227,0,No Failure
4737,3,303.2,311.5,1513,37.9,0,0,No Failure
4738,1,303.2,311.5,1336,58.2,2,1,Heat Dissipation Failure
4739,1,303.2,311.4,2102,19,5,0,No Failure
4740,3,303.2,311.4,1351,53.8,8,1,Heat Dissipation Failure
4741,3,303.3,311.5,1601,35.2,10,0,No Failure
4742,3,303.2,311.3,1393,52.9,12,0,No Failure
4743,3,303.3,311.3,1592,33.7,14,0,No Failure
4744,3,303.3,311.3,1409,51.8,16,0,No Failure
4745,3,303.3,311.3,1393,47.4,18,0,No Failure
4746,2,303.2,311.2,1475,43.1,20,0,No Failure
4747,3,303.2,311.2,1427,45.6,25,0,No Failure
4748,3,303.3,311.2,1763,27.3,27,0,No Failure
4749,3,303.2,311.2,1363,46.7,29,1,Heat Dissipation Failure
4750,3,303.2,311.2,1404,50.9,31,0,No Failure
4751,1,303.2,311.2,1688,31.9,33,0,No Failure
4752,3,303.3,311.4,1510,37.3,36,0,No Failure
4753,2,303.3,311.3,1502,39.5,38,0,No Failure
4754,2,303.2,311.4,1607,36.6,43,0,No Failure
4755,1,303.3,311.5,1384,54.8,48,0,No Failure
4756,3,303.4,311.7,1295,51.3,51,1,Heat Dissipation Failure
4757,2,303.4,311.7,1991,19,53,0,No Failure
4758,3,303.4,311.6,1497,42.8,58,0,No Failure
4759,3,303.5,311.6,1465,48.7,60,0,No Failure
4760,3,303.5,311.6,1361,46.5,62,1,Heat Dissipation Failure
4761,3,303.6,311.7,1546,38.5,64,0,No Failure
4762,2,303.7,311.9,1332,52.7,66,1,Heat Dissipation Failure
4763,1,303.7,312,2663,11.4,71,1,Power Failure
4764,3,303.7,312.1,1443,45.9,74,0,No Failure
4765,1,303.7,312,1402,48.6,76,0,No Failure
4766,3,303.7,312,1892,22.5,79,0,No Failure
4767,1,303.6,312,1645,35.7,81,0,No Failure
4768,3,303.6,311.9,1473,50.1,84,0,No Failure
4769,3,303.6,312,1309,52.9,86,1,Heat Dissipation Failure
4770,2,303.6,311.9,1544,37.1,88,0,No Failure
4771,3,303.5,311.9,1344,49.3,93,1,Heat Dissipation Failure
4772,1,303.6,311.9,1617,36,95,0,No Failure
4773,1,303.6,312,1435,37.9,98,0,No Failure
4774,3,303.6,312,1391,50.3,101,0,No Failure
4775,3,303.6,312,1827,23.3,103,0,No Failure
4776,3,303.5,312,1761,25.8,105,0,No Failure
4777,3,303.5,312.1,1522,36.4,107,0,No Failure
4778,1,303.5,312.2,1818,23.6,109,0,No Failure
4779,2,303.6,312.2,1371,54.6,112,1,Heat Dissipation Failure
4780,3,303.7,312.3,1511,38.9,117,0,No Failure
4781,3,303.7,312.4,1404,46.6,119,0,No Failure
4782,3,303.7,312.3,1384,45.9,121,0,No Failure
4783,3,303.8,312.5,1368,52.6,123,0,No Failure
4784,3,303.7,312.5,1641,36,125,0,No Failure
4785,3,303.9,312.6,1642,32.3,127,0,No Failure
4786,2,303.9,312.7,1401,50,129,0,No Failure
4787,3,303.8,312.6,1577,41.3,134,0,No Failure
4788,3,303.7,312.6,1396,44.1,136,0,No Failure
4789,2,303.7,312.6,1514,35.5,138,0,No Failure
4790,3,303.8,312.8,1646,35.8,143,0,No Failure
4791,3,303.8,312.8,1443,40.7,145,0,No Failure
4792,1,303.7,312.7,1469,48.5,147,0,No Failure
4793,2,303.7,312.7,1564,40.2,150,0,No Failure
4794,2,303.6,312.6,1498,40.2,155,0,No Failure
4795,3,303.6,312.6,1699,27.9,160,0,No Failure
4796,3,303.6,312.5,1431,49,162,0,No Failure
4797,3,303.5,312.4,1390,47.3,164,0,No Failure
4798,3,303.5,312.5,1380,46.1,166,0,No Failure
4799,3,303.5,312.5,1457,46.4,168,0,No Failure
4800,3,303.5,312.5,1418,42.2,170,0,No Failure
4801,1,303.5,312.5,1353,51,172,0,No Failure
4802,3,303.5,312.4,1574,32.7,175,0,No Failure
4803,1,303.5,312.4,1318,54.2,177,0,No Failure
4804,3,303.6,312.5,1710,31.4,180,0,No Failure
4805,3,303.7,312.6,1621,38.8,182,0,No Failure
4806,3,303.6,312.6,1606,33.6,184,0,No Failure
4807,2,303.6,312.5,1375,54,186,0,No Failure
4808,3,303.5,312.4,1503,36.5,191,0,No Failure
4809,3,303.5,312.3,1404,48.6,193,0,No Failure
4810,3,303.4,312.2,1656,32.7,195,0,No Failure
4811,1,303.4,312.1,1499,39.4,197,0,No Failure
4812,1,303.4,312,1748,28.4,200,0,No Failure
4813,3,303.4,311.9,1531,37.9,203,0,No Failure
4814,1,303.3,311.8,1536,40.6,205,0,No Failure
4815,3,303.4,311.8,1401,53,208,1,Overstrain Failure
4816,2,303.4,311.9,1534,33.2,210,0,No Failure
4817,3,303.4,312,1521,35.9,215,1,Tool Wear Failure
4818,3,303.5,312.1,1674,30.8,0,0,No Failure
4819,1,303.6,312.1,1967,20.9,2,0,No Failure
4820,3,303.6,312.2,1696,30.7,5,0,No Failure
4821,1,303.6,312.1,1627,32.5,7,0,No Failure
4822,3,303.5,311.9,1405,45.6,10,0,No Failure
4823,3,303.5,311.9,1565,38.9,12,0,No Failure
4824,3,303.5,311.9,1493,38.7,14,0,No Failure
4825,3,303.4,311.8,1499,45,16,0,No Failure
4826,3,303.3,311.8,1692,30.6,18,0,No Failure
4827,3,303.4,311.8,2268,15.8,20,0,No Failure
4828,3,303.4,311.8,1438,58.9,22,0,No Failure
4829,3,303.5,311.9,1515,39.2,24,0,No Failure
4830,3,303.4,311.9,1491,38.2,26,0,No Failure
4831,3,303.5,312,1756,29.7,28,0,No Failure
4832,3,303.5,312,1366,54.5,30,1,Heat Dissipation Failure
4833,3,303.5,312,1436,45.1,32,0,No Failure
4834,3,303.4,311.9,1377,41.6,34,1,Heat Dissipation Failure
4835,1,303.4,311.9,1510,42.2,36,0,No Failure
4836,1,303.4,311.9,1419,50.9,39,0,No Failure
4837,3,303.3,311.8,1315,62,42,1,Heat Dissipation Failure
4838,2,303.3,311.8,1806,27.7,44,0,No Failure
4839,2,303.3,311.8,1649,29.4,49,0,No Failure
4840,2,303.4,311.9,1402,50,54,0,No Failure
4841,3,303.4,311.9,1298,63.9,59,1,Heat Dissipation Failure
4842,1,303.3,311.8,1441,44.9,61,0,No Failure
4843,1,303.3,311.8,1489,49.4,64,0,No Failure
4844,3,303.3,311.8,1842,24.5,67,0,No Failure
4845,1,303.4,311.8,1316,50.9,69,1,Heat Dissipation Failure
4846,1,303.3,311.8,1583,33.3,72,0,No Failure
4847,1,303.3,311.8,1548,33.5,75,0,No Failure
4848,3,303.4,311.9,1434,44.6,78,0,No Failure
4849,2,303.5,312,1397,52.9,80,0,No Failure
4850,1,303.5,312,1475,42.9,85,0,No Failure
4851,3,303.5,312,1441,56.8,88,0,No Failure
4852,3,303.7,312.1,1363,51.8,90,1,Heat Dissipation Failure
4853,3,303.7,312.2,1619,34.9,92,0,No Failure
4854,3,303.7,312.2,1487,34,94,0,No Failure
4855,3,303.7,312.2,1568,33.8,96,0,No Failure
4856,3,303.7,312.3,1375,46.2,98,0,No Failure
4857,1,303.6,312.3,1698,31.3,100,0,No Failure
4858,3,303.7,312.3,1606,37.4,103,0,No Failure
4859,3,303.7,312.3,1349,51,105,0,No Failure
4860,3,303.7,312.4,1535,38.6,107,0,No Failure
4861,1,303.6,312.4,1504,49.5,109,0,No Failure
4862,3,303.5,312.3,1946,21.1,112,0,No Failure
4863,3,303.5,312.1,1326,55.7,114,0,No Failure
4864,1,303.6,312.3,1915,22.3,116,0,No Failure
4865,3,303.6,312.3,1451,43.4,119,0,No Failure
4866,1,303.5,312.3,1624,34.8,121,0,No Failure
4867,3,303.6,312.4,1781,28.7,124,0,No Failure
4868,3,303.6,312.5,1345,54.1,126,0,No Failure
4869,3,303.6,312.4,1418,46,128,0,No Failure
4870,3,303.7,312.4,1718,26.5,130,0,No Failure
4871,1,303.7,312.4,1631,28.5,132,0,No Failure
4872,3,303.7,312.4,1513,40.1,135,0,No Failure
4873,3,303.7,312.4,1316,59.3,137,0,No Failure
4874,1,303.7,312.4,1474,38.8,139,0,No Failure
4875,3,303.8,312.5,1619,30.9,142,0,No Failure
4876,3,303.7,312.4,1702,31.2,144,0,No Failure
4877,1,303.7,312.4,1540,37.4,146,0,No Failure
4878,1,303.7,312.4,1546,33.7,149,0,No Failure
4879,3,303.7,312.4,1348,51,152,0,No Failure
4880,2,303.7,312.5,1520,35.6,154,0,No Failure
4881,1,303.8,312.6,1527,41.9,159,0,No Failure
4882,1,303.8,312.6,1406,47.1,162,0,No Failure
4883,3,303.7,312.5,1462,46.2,165,0,No Failure
4884,1,303.8,312.6,1684,29.3,167,0,No Failure
4885,2,303.8,312.5,1655,28,170,0,No Failure
4886,2,303.8,312.5,1748,25.1,175,0,No Failure
4887,3,303.8,312.5,1372,45.7,180,0,No Failure
4888,3,303.7,312.5,1481,33.3,182,0,No Failure
4889,3,303.7,312.4,1512,39.2,184,0,No Failure
4890,3,303.7,312.5,1632,36.6,186,0,No Failure
4891,3,303.7,312.4,1525,43.9,188,0,No Failure
4892,1,303.7,312.3,1756,26.4,190,0,No Failure
4893,3,303.7,312.3,1922,23.1,193,0,No Failure
4894,1,303.8,312.5,1448,44.3,195,0,No Failure
4895,2,303.8,312.5,1447,46.6,198,0,No Failure
4896,1,303.8,312.4,1597,33.4,203,0,No Failure
4897,1,303.7,312.4,1642,32.3,206,0,No Failure
4898,2,303.8,312.5,1525,38,209,0,No Failure
4899,2,303.6,312.4,1460,53.7,214,0,No Failure
4900,3,303.6,312.3,2168,17.7,219,0,No Failure
4901,3,303.6,312.4,1388,41.9,221,0,No Failure
4902,1,303.6,312.3,1630,32.4,223,0,No Failure
4903,3,303.6,312.3,1616,29.3,226,0,No Failure
4904,3,303.6,312.4,2232,16.8,0,0,No Failure
4905,2,303.6,312.4,1480,50.7,2,0,No Failure
4906,3,303.6,312.4,1363,53.1,7,0,No Failure
4907,2,303.6,312.4,1436,45.6,9,0,No Failure
4908,1,303.6,312.5,1607,33.7,14,0,No Failure
4909,1,303.6,312.5,1459,48.2,17,0,No Failure
4910,3,303.5,312.4,1481,43.7,20,0,No Failure
4911,1,303.5,312.4,1606,31.7,22,0,No Failure
4912,3,303.5,312.3,1681,29.8,25,0,No Failure
4913,3,303.5,312.2,1511,37.1,27,0,No Failure
4914,1,303.5,312.3,1593,35.2,29,0,No Failure
4915,1,303.5,312.3,1532,41.7,32,0,No Failure
4916,2,303.5,312.3,1386,49,35,0,No Failure
4917,2,303.4,312.3,1769,27.9,40,0,No Failure
4918,1,303.4,312.2,1561,38.2,45,0,No Failure
4919,3,303.3,312.2,1457,40.7,48,0,No Failure
4920,3,303.3,312.2,1506,40,50,0,No Failure
4921,3,303.4,312.2,1337,69.4,52,1,Power Failure
4922,3,303.4,312.3,1287,54.8,54,0,No Failure
4923,1,303.4,312.2,1615,35.7,56,0,No Failure
4924,1,303.4,312.2,1972,23.5,59,0,No Failure
4925,2,303.4,312.3,1522,42.1,62,0,No Failure
4926,3,303.4,312.3,1680,30.6,67,0,No Failure
4927,3,303.4,312.3,1502,36,69,0,No Failure
4928,1,303.5,312.3,1543,33.3,71,0,No Failure
4929,3,303.5,312.3,1584,35.2,74,0,No Failure
4930,3,303.5,312.4,1340,44.5,76,0,No Failure
4931,3,303.4,312.3,1663,33.9,78,0,No Failure
4932,1,303.3,312.1,1693,30,80,0,No Failure
4933,3,303.3,312.1,1418,44.7,83,0,No Failure
4934,2,303.4,312.2,1554,36.8,85,0,No Failure
4935,3,303.4,312.2,1580,35.8,90,0,No Failure
4936,3,303.4,312.3,1479,42.8,92,0,No Failure
4937,3,303.5,312.4,1284,70.6,94,1,Power Failure
4938,3,303.4,312.3,1540,38.7,96,0,No Failure
4939,1,303.5,312.4,1606,30.1,98,0,No Failure
4940,3,303.6,312.5,1286,62.4,101,0,No Failure
4941,3,303.6,312.6,1502,39.5,103,0,No Failure
4942,1,303.6,312.7,1699,31.5,105,0,No Failure
4943,3,303.5,312.6,1602,34.2,108,0,No Failure
4944,2,303.6,312.6,1436,42,110,0,No Failure
4945,1,303.6,312.7,1765,27.5,115,0,No Failure
4946,3,303.6,312.7,1418,44.1,118,0,No Failure
4947,1,303.7,312.7,1669,31.7,120,0,No Failure
4948,3,303.7,312.7,1395,53.9,123,0,No Failure
4949,1,303.8,312.7,1500,41.7,125,0,No Failure
4950,1,303.8,312.7,1555,33.4,128,0,No Failure
4951,1,303.8,312.7,1919,20.2,131,0,No Failure
4952,3,303.8,312.7,1596,36.6,134,0,No Failure
4953,1,303.8,312.7,1374,53.6,136,0,No Failure
4954,3,303.7,312.5,1670,26.1,139,0,No Failure
4955,3,303.7,312.6,1702,29.1,141,0,No Failure
4956,1,303.8,312.5,1366,45.1,143,0,No Failure
4957,1,303.8,312.5,2344,15.2,146,0,No Failure
4958,1,303.8,312.6,1768,23.9,149,0,No Failure
4959,3,303.8,312.5,1523,47,152,0,No Failure
4960,3,303.8,312.6,1735,25.9,154,0,No Failure
4961,3,303.9,312.7,1339,62.3,156,0,No Failure
4962,3,303.9,312.7,1800,24.3,158,0,No Failure
4963,1,304,312.7,1456,51.2,160,0,No Failure
4964,3,303.9,312.7,1789,24.4,163,0,No Failure
4965,3,303.9,312.7,1602,33.9,165,0,No Failure
4966,1,303.8,312.7,1364,49.3,167,0,No Failure
4967,3,303.8,312.6,1793,28.1,170,0,No Failure
4968,3,303.9,312.6,1426,53.4,172,0,No Failure
4969,1,303.9,312.7,1485,43.3,174,0,No Failure
4970,3,303.9,312.7,1528,38.4,177,0,No Failure
4971,3,303.8,312.6,1565,36,179,0,No Failure
4972,3,303.8,312.7,1838,27.8,181,0,No Failure
4973,2,303.8,312.6,1811,24.9,183,0,No Failure
4974,3,303.8,312.7,1461,38.2,188,0,No Failure
4975,3,303.8,312.7,1414,41.7,190,0,No Failure
4976,3,303.7,312.7,1426,45.5,192,0,No Failure
4977,3,303.7,312.7,1359,56.8,194,1,Overstrain Failure
4978,3,303.7,312.7,1540,44.8,196,0,No Failure
4979,3,303.6,312.7,1429,47.7,198,0,No Failure
4980,1,303.7,312.7,1612,36.3,200,0,No Failure
4981,1,303.7,312.8,1685,31.8,203,0,No Failure
4982,1,303.7,312.8,1558,37.7,206,0,No Failure
4983,3,303.7,313,1811,24.3,209,0,No Failure
4984,3,303.8,313.1,1869,25.8,211,0,No Failure
4985,3,303.8,313.1,1256,58.7,213,1,Overstrain Failure
4986,1,303.8,313,1789,23.5,215,0,No Failure
4987,3,303.7,312.9,1502,40.5,0,0,No Failure
4988,1,303.7,313,1303,54.4,2,0,No Failure
4989,3,303.8,313.1,2497,13,5,1,Power Failure
4990,3,303.9,313.2,1499,37.4,7,0,No Failure
4991,3,303.9,313.2,1393,46.5,9,0,No Failure
4992,1,303.9,313,1475,41,11,0,No Failure
4993,3,303.8,312.9,1573,34.6,14,0,No Failure
4994,3,303.8,312.9,1819,23.7,16,0,No Failure
4995,1,303.5,312.6,1642,29.4,18,0,No Failure
4996,3,303.6,312.6,1540,39.8,21,0,No Failure
4997,1,303.6,312.8,1400,43.2,23,0,No Failure
4998,1,303.6,312.8,2659,11.4,26,1,Power Failure
4999,1,303.6,312.8,1825,25.2,29,0,No Failure
5000,1,303.7,312.9,1532,41.3,32,0,No Failure
5001,3,303.7,312.8,1832,23.6,35,0,No Failure
5002,1,303.6,312.7,2174,17.6,37,0,No Failure
5003,3,303.7,312.8,1627,31.7,40,0,No Failure
5004,3,303.7,312.8,1437,51.3,42,0,No Failure
5005,3,303.7,312.8,1364,46.3,44,0,No Failure
5006,1,303.7,312.9,1444,52.7,46,0,No Failure
5007,1,303.7,312.8,1366,47.3,49,0,No Failure
5008,3,303.8,312.9,1442,48.3,52,0,No Failure
5009,2,303.7,312.8,1488,42.8,54,0,No Failure
5010,3,303.7,312.8,1523,40.7,59,0,No Failure
5011,3,303.7,312.8,1543,38.3,61,0,No Failure
5012,1,303.7,312.8,1634,33.8,63,0,No Failure
5013,1,303.8,312.9,1815,27.8,66,0,No Failure
5014,1,303.8,312.9,1594,35.2,69,0,No Failure
5015,3,303.8,313,1452,38.6,72,0,No Failure
5016,3,303.9,313,1759,28.4,74,0,No Failure
5017,3,303.9,313,1408,47.5,76,0,No Failure
5018,3,303.9,313,1483,45,78,0,No Failure
5019,1,303.9,313,1620,36.6,80,0,No Failure
5020,1,304,313.1,1466,39.5,83,0,No Failure
5021,3,304.1,313.1,1556,36.3,86,0,No Failure
5022,3,304,313,1350,61.1,88,0,No Failure
5023,3,304,313.1,1404,47.1,90,0,No Failure
5024,1,304,313,1575,34.5,92,0,No Failure
5025,3,303.9,313.1,1639,29,95,0,No Failure
5026,1,303.9,313.1,1473,42.8,97,0,No Failure
5027,3,303.9,313.2,1481,40,100,0,No Failure
5028,3,304,313.3,1294,54.6,102,0,No Failure
5029,1,303.9,313.2,1630,29.3,104,0,No Failure
5030,1,303.9,313.2,1624,39.8,107,0,No Failure
5031,1,303.9,313.1,1437,48.3,110,0,No Failure
5032,1,303.8,313,1514,45,113,0,No Failure
5033,1,304,313.1,1694,31.4,116,0,No Failure
5034,3,304,313.1,1564,50.9,119,0,No Failure
5035,1,303.9,313.1,1514,41.1,121,0,No Failure
5036,1,304,313.2,1500,40.6,124,0,No Failure
5037,3,304,313.2,1615,37.8,127,0,No Failure
5038,1,304.1,313.2,1586,41.1,129,0,No Failure
5039,3,304.1,313.3,1732,28.5,132,0,No Failure
5040,2,304.1,313.3,1689,32.5,134,0,No Failure
5041,2,304.1,313.2,1586,34.6,139,0,No Failure
5042,3,304,313.2,1314,47.1,144,0,No Failure
5043,3,304.1,313.2,1569,35.8,146,0,No Failure
5044,3,304.1,313.2,1468,39.4,148,0,No Failure
5045,3,304.1,313.2,1412,47.5,150,0,No Failure
5046,1,304.1,313.2,1510,46.9,152,0,No Failure
5047,1,304.1,313.2,1410,42.4,155,0,No Failure
5048,1,304.1,313.3,1680,29.3,158,0,No Failure
5049,2,304,313.2,1271,68.6,161,1,Power Failure
5050,2,304,313.1,1472,45.5,166,0,No Failure
5051,2,304,313,1701,30.4,171,0,No Failure
5052,3,303.9,313,1480,39.9,176,0,No Failure
5053,3,303.9,313,1433,48.4,178,0,No Failure
5054,3,303.8,312.9,1514,34.3,180,0,No Failure
5055,3,303.8,312.9,1619,35.7,182,0,No Failure
5056,2,303.8,312.9,1378,45.6,184,0,No Failure
5057,1,303.9,312.9,1430,53.5,189,0,No Failure
5058,3,303.8,312.9,1367,49.9,192,0,No Failure
5059,3,303.9,312.9,1526,42.5,194,0,No Failure
5060,3,303.9,312.8,1419,47.9,196,0,No Failure
5061,3,304,312.8,1542,42.7,198,0,No Failure
5062,3,304,312.9,1363,62.5,200,1,Overstrain Failure
5063,3,304,312.9,1313,53.9,202,0,No Failure
5064,2,304,312.9,1495,46.6,0,0,No Failure
5065,3,304,313,1407,42.1,5,0,No Failure
5066,3,304.1,313,1566,37.2,7,0,No Failure
5067,3,304.1,313.1,1550,30.9,9,0,No Failure
5068,1,304.2,313.2,1396,50.5,11,0,No Failure
5069,1,304.3,313.3,1540,39,14,0,No Failure
5070,1,304.2,313.2,1380,48.7,17,0,No Failure
5071,1,304.2,313.1,1608,31.1,20,0,No Failure
5072,2,304.2,313,1442,40.9,23,0,No Failure
5073,3,304.1,313,1408,45.3,28,0,No Failure
5074,1,304,313,1454,46.8,30,0,No Failure
5075,3,304.1,313.1,1666,34.6,33,0,No Failure
5076,3,304.1,313.2,1366,46.6,35,0,No Failure
5077,3,304.2,313.2,1464,44.9,37,0,No Failure
5078,3,304.3,313.3,1775,24.9,39,0,No Failure
5079,1,304.3,313.4,1482,43.8,41,0,No Failure
5080,1,304.2,313.4,1411,54.8,44,0,No Failure
5081,3,304.2,313.3,1410,51.6,47,0,No Failure
5082,1,304.1,313.3,1494,39,49,0,No Failure
5083,2,304.1,313.2,1590,43.4,52,0,No Failure
5084,3,304.1,313.1,1327,54.1,57,0,No Failure
5085,3,304.1,313.1,1969,20.8,59,0,No Failure
5086,1,304,313,1377,56,61,0,No Failure
5087,3,304,313,1541,45.9,64,0,No Failure
5088,1,304,313,1685,28.2,66,0,No Failure
5089,3,304,313.1,1465,41,69,0,No Failure
5090,1,303.9,313.1,1483,47.2,71,0,No Failure
5091,1,303.9,313.2,1570,40.7,74,0,No Failure
5092,3,303.9,313.2,1345,48.2,77,0,No Failure
5093,1,303.9,313.2,1608,40.6,79,0,No Failure
5094,1,304,313.3,1415,52.8,82,0,No Failure
5095,1,304.1,313.5,1470,45.8,85,0,No Failure
5096,1,304.1,313.5,1428,39.9,88,0,No Failure
5097,2,304.2,313.5,1627,32.2,91,0,No Failure
5098,3,304.2,313.4,1457,49.4,96,0,No Failure
5099,3,304.2,313.4,1475,40.2,98,0,No Failure
5100,3,304.2,313.5,1438,50.1,100,0,No Failure
5101,1,304.2,313.5,1437,47.2,102,0,No Failure
5102,1,304.1,313.4,1518,42.4,105,0,No Failure
5103,1,304.1,313.5,1587,33.6,108,0,No Failure
5104,3,304.1,313.4,1399,43.7,111,0,No Failure
5105,3,304.1,313.5,1469,44.6,113,0,No Failure
5106,3,304.1,313.4,1374,56.6,115,0,No Failure
5107,3,304,313.3,1519,36.7,117,0,No Failure
5108,3,303.9,313.2,1540,44.4,119,0,No Failure
5109,3,303.9,313.3,1394,51.6,121,0,No Failure
5110,1,304,313.4,1389,45.8,123,0,No Failure
5111,1,304,313.5,1732,26.2,126,0,No Failure
5112,3,304.1,313.6,1556,37.4,129,0,No Failure
5113,1,304.1,313.6,1441,43.7,131,0,No Failure
5114,3,304.1,313.6,1382,46.7,134,0,No Failure
5115,1,304.2,313.8,1481,44.9,136,0,No Failure
5116,1,304.2,313.7,2113,18.4,139,0,No Failure
5117,3,304.2,313.8,1401,53.9,142,0,No Failure
5118,3,304.1,313.6,1611,31.4,144,0,No Failure
5119,1,304.2,313.6,1512,33.4,146,0,No Failure
5120,3,304.2,313.6,1411,46,149,0,No Failure
