 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve,target_class
91.8359375,42.76147093,0.981031627,2.209713446,6.798494983,34.33603903,1
128.7421875,51.4443337,0.016531052,-0.205170821,6.150501672,32.05827821,0
140.8984375,48.98610132,-0.22653993,-0.333770182,108.2591973,94.00533523,0
162.0390625,67.43937119,-0.91177587,-0.229593131,0.807692308,10.85291483,0
81.375,38.31815823,1.329683713,3.939896618,21.26588629,49.08861219,1
124.765625,56.77016222,0.054570063,-0.997392102,3.838628763,25.62339571,0
107.09375,45.68154672,0.274734023,0.277049267,6.809364548,31.83013726,0
113.6796875,47.61448926,0.37307056,0.270969821,1.5,12.66585619,0
131.421875,45.9135753,0.022380106,0.14739415,6.35367893,30.42059396,0
96.6953125,42.72268107,0.481746908,0.806312499,3.775919732,18.28174946,0
109.703125,52.10361662,0.194196477,-0.415446958,4.398829431,20.62568046,0
115.1796875,36.6491886,0.411479182,1.300174366,0.806856187,11.8311131,0
150.96875,47.90614808,-0.351966018,-0.118649119,1.241638796,,0
119.1640625,49.15358223,0.044187394,-0.352455421,2.797658863,19.15827042,0
28.2265625,31.27579307,4.948784161,27.52994766,85.21571906,72.5315774,1
126.6953125,63.3001973,-0.099838581,-0.896883936,3.43812709,23.52726344,0
106.71875,47.80820038,0.282981042,0.242356797,3.760869565,23.03599061,0
124.3046875,51.72063759,-0.06440006,-0.392532033,1.173076923,12.43757567,0
130.4140625,40.455324,-0.205510979,0.840280273,61.72073579,94.34031086,0
132.046875,52.21378221,-0.089728695,-0.439797531,2.837792642,17.720907,0
104.6953125,45.52429959,0.609051682,0.925929,3.840301003,23.70319711,0
109.9375,47.36390866,0.396040051,0.355871153,3.132107023,,0
136.46875,45.22563873,-0.18439488,0.248797666,4.043478261,23.74970056,0
112.953125,50.65968864,0.245136067,0.019472517,1.578595318,14.63872664,0
118.8515625,44.49703112,0.011414897,-0.06069552,2.756688963,18.04435719,0
113.4140625,44.19373671,0.096413866,0.313065843,1.640468227,11.9526449,0
117.640625,46.35085867,,0.863213041,1.056856187,10.79538075,0
117.1953125,50.64090161,-0.163590395,-0.393965329,1.907190635,16.17046262,0
116.6328125,42.34011674,0.57606809,0.738851665,1.401337793,14.47669555,0
105.3125,45.53771617,0.440511665,0.413676313,6.074414716,28.17088883,0
87.984375,39.87009852,0.62086242,1.687395518,1.372909699,,0
91.25,48.1907019,0.565477136,0.138453881,2.464882943,15.4457061,0
96,44.19311315,0.388673964,0.281343622,1.871237458,15.83374562,0
138.953125,41.16029249,-0.279317642,0.928206308,1.557692308,16.12589007,0
140.3125,46.1747276,0.129858081,-0.036673105,2.086120401,14.73517989,0
137.9609375,44.23982975,-0.036627458,0.297920943,2.430602007,16.88380614,0
106.7421875,50.66252407,0.246558119,-0.384158837,2.449832776,18.90121278,0
102.3515625,34.23393552,0.439504696,2.878284017,1.29180602,13.87435134,0
117.1484375,47.5542601,0.034115811,0.242146576,3.872909699,25.66651128,0
118.15625,52.75717331,0.179004091,-0.178477806,1.650501672,11.33024741,0
120.8515625,47.15650304,0.015078245,0.366481358,1.201505017,11.7521946,0
134.9609375,58.11241831,-0.016642512,-0.415690419,4.735785953,24.65352737,0
115.1796875,49.73593293,0.153267414,-0.042506413,2.297658863,17.8523776,0
138.34375,49.67306197,-0.277701155,-0.171804022,2.173913043,,0
47.6953125,32.61747006,3.369682394,17.05788326,20.3687291,50.43180095,1
122.71875,44.4571313,-0.073801781,-0.124492152,78.84782609,73.53479772,0
116.6796875,46.89231907,0.084552409,-0.084235737,6.498327759,33.03984365,0
86.8984375,35.29603374,,3.303079198,20.02424749,48.52884445,0
122.3828125,51.15450266,-0.183366231,-0.599974708,2.105351171,15.64170113,0
124.34375,46.6076438,0.021236557,0.018851632,1.66722408,15.18359095,0
103.4140625,49.16180672,0.342163033,0.134919734,1.147157191,13.70332151,0
130.4921875,52.17503535,,-0.391542414,105.5309365,98.44706341,0
140.671875,50.25468097,-0.080479081,-0.356741989,3.224916388,23.00244457,0
123.0546875,57.78479858,-0.071634893,-0.756661268,1.266722408,,0
99.40625,41.55012739,0.665734383,0.951262712,2.290133779,18.6749238,0
152.2734375,46.5362283,-0.233614013,0.062077612,3.705685619,25.27623974,0
118.3671875,52.35349664,0.224732265,-0.041850351,9.247491639,36.61725499,0
116.6484375,47.38845288,0.280937802,0.250775809,2.223244147,17.37760336,0
151.265625,49.76467817,-0.287062184,-0.159546989,1.617892977,15.69830469,0
112.2890625,52.20709248,0.313801719,-0.170340906,2.632107023,15.98949611,0
128.359375,45.27549944,0.147004977,0.44920125,1.246655518,11.17922691,0
121.3984375,45.58154435,0.149340921,0.30442775,1.994147157,14.14659747,0
135.6171875,53.49067108,-0.000936365,-0.388571513,1.178929766,9.963718003,0
142.46875,49.3930248,-0.163259141,-0.263536622,75.01003344,88.83054722,0
114.5625,49.02960681,-0.088392656,-0.371767331,0.682274247,9.586748109,0
134.9453125,46.69821808,,-0.069129089,4.323578595,,0
13.6015625,31.55757136,5.822564614,35.46144115,72.40551839,64.35960793,1
103.4921875,50.68360745,0.389067125,0.341098792,0.975752508,9.924392133,0
114.0390625,44.73278341,0.323824208,0.525874455,1.919732441,13.4544411,0
132.3359375,45.23709715,,0.29270236,1.759197324,14.86833656,0
127.1171875,54.7677798,0.051166447,-0.380875584,2.274247492,14.76250241,0
93.25,34.98950736,0.783981208,3.03771548,2.067725753,17.13592898,0
32.8671875,44.12524276,2.532312287,6.453996205,94.65301003,79.13740115,1
82.9609375,36.21364607,0.743457277,2.795152228,1.473244147,12.45467179,0
121.984375,44.33466201,-0.005426869,0.105549416,3.835284281,23.6039392,0
119.4453125,53.14305702,0.012830273,-0.378955989,2.932274247,17.9297569,0
108.640625,39.04779411,0.413719105,0.901553838,3.119565217,19.60291217,0
137.25,48.86604777,-0.16512003,-0.092291138,3.852006689,19.5527929,0
128.765625,54.13084327,0.208937988,-0.707188997,6.131270903,29.73444888,0
135.3203125,43.39569636,0.03761762,0.493944191,4.381270903,22.1933609,0
127.203125,46.97595119,0.111155944,0.498120692,2.808528428,,0
113.3046875,49.47988205,0.010031245,-0.087848938,1.93812709,17.78060792,0
102.828125,41.793598,0.397341423,0.957473108,1.64632107,,0
105.9765625,38.05823351,,1.429108479,1.58361204,12.41090788,0
125.3984375,56.23699014,0.111789383,-0.521751578,1.128762542,14.5571234,0
113.1328125,55.54831387,0.201859216,-0.440315798,3.431438127,19.19146135,0
109.4296875,50.26456313,0.268363475,0.174917966,3.136287625,,0
116.296875,50.52201862,0.26277854,0.344190093,2.0409699,,0
119.6171875,56.5420365,0.329272361,-0.321367122,3.281772575,,0
131.9375,40.79785342,,1.165901041,3.846153846,25.56383727,0
147.7109375,53.41043208,-0.387586341,-0.147673856,64.0041806,79.14097207,0
8.109375,33.7090572,6.172109061,39.09460495,111.3520067,72.14791573,1
134.78125,50.63409448,-0.036204441,-0.217422272,8.85451505,35.11463174,0
124.875,52.3928967,-0.004330466,-0.056559039,1.4590301,13.22208653,0
131.8828125,52.2234713,0.020400095,-0.475480027,1.934782609,13.71030034,0
124.1328125,46.34186335,,0.003069487,2.996655518,22.63949672,0
29.5859375,28.1540204,,35.27651674,22.73327759,49.30776594,1
123.4609375,49.92790151,-0.15137491,0.002445817,2.794314381,16.66544202,0
106.3125,49.34013801,0.16707436,-0.225834754,1.734949833,11.92279298,0
86.203125,34.48241385,0.606305871,3.439705214,2.356187291,15.617348,0
78.7265625,39.21828234,1.758215125,5.342940668,15.13294314,50.80872603,1
115.0703125,44.59455957,0.264296391,0.493316702,0.925585284,9.924395515,0
127.15625,57.06389477,-0.017846396,-0.510873527,2.035117057,,0
115.9765625,46.08644473,,0.070712567,2.002508361,13.45172816,0
118.8828125,55.16291512,-0.024708789,-0.471540254,2.035117057,16.2679416,0
88.359375,35.48277187,0.774831802,2.642144215,2.20735786,14.88923921,0
117.4453125,36.58846484,0.39728337,1.474263638,2.648829431,15.74686114,0
120.453125,51.6801853,0.168100603,-0.751248237,3.642976589,22.09417649,0
101.28125,31.87155312,0.68134648,3.273810705,3,18.81439888,0
124.9921875,51.83138168,,-0.294659198,2.008361204,17.9710357,0
136.0546875,41.24115598,-0.111902833,1.355572921,3.299331104,17.63582833,0
136.3125,44.39730953,-0.13387167,0.125967956,4.705685619,25.22183189,0
115.25,48.85165683,0.133861393,-0.053704895,15.11287625,,0
116.59375,46.02299654,-0.021803635,0.123606299,2.448996656,14.18852664,0
97.703125,41.93081343,0.642868531,1.391719023,2.168896321,15.31311663,0
124.484375,51.36830619,0.032057611,-0.352438045,1.841973244,18.47413298,0
104.2890625,54.38680222,0.147797022,-0.485781878,3.431438127,23.02887126,0
120.2734375,44.4043415,,0.426597943,2.671404682,15.02650562,0
151.40625,48.63181789,-0.537901089,0.175122596,55.56187291,83.63161988,0
140.0234375,50.45487849,-0.189009852,-0.160740823,0.799331104,10.98698833,0
105.4609375,44.98505001,0.349097782,0.138439498,1.35451505,,0
136.8046875,52.82297361,-0.026834284,-0.344428516,2.031772575,13.86264418,0
149.71875,59.70970627,,-0.266450182,6.419732441,34.96055224,0
132.4921875,47.62778799,0.145232988,0.153004953,2.815217391,15.71581237,0
146.9765625,50.60176393,-1.009177762,0.903646233,140.9707358,,0
141.203125,40.23589803,-0.148049195,0.685855333,2.415551839,14.3757062,0
92.4140625,34.82781919,0.495497766,2.605212617,1.857023411,17.95159208,0
151.046875,47.0157652,-0.466381765,0.320895247,2.943979933,19.68449398,0
129.0390625,49.70733132,0.139396947,0.079056462,3.43812709,23.27217218,0
130.2265625,50.73617651,0.10885849,-0.158391468,3.269230769,22.74107763,0
107.765625,49.09294189,0.33377042,-0.384968069,28.26588629,65.59935562,0
135.859375,45.01418776,-0.023206668,-0.194534824,1.205685619,14.84939447,0
114.2265625,44.60174724,,0.871556231,0.932274247,9.947164527,0
141.1875,47.68233917,-0.139766255,-0.015361893,5.114548495,29.13641808,0
100.9921875,41.56799702,0.442637828,0.688227157,6.956521739,31.19503513,0
96.2421875,47.64414741,0.360498995,0.293737075,2.132943144,19.00659677,0
137.2421875,45.16147177,-0.066765479,0.576024913,0.865384615,10.19186044,0
85.1171875,36.17851164,0.475873112,2.818428144,1.544314381,13.49751158,0
139.6484375,48.34472403,0.028959092,0.346382997,4.398829431,20.936094,0
128.6953125,61.48482519,-0.021451733,-0.645660004,0.893812709,11.43929427,0
120.265625,48.16110405,0.392295126,0.110808867,1.313545151,11.98471088,0
124.5390625,49.30753339,0.075790128,-0.409286027,0.992474916,12.80941244,0
112.0390625,52.54587316,0.097846353,-0.346103157,8.307692308,33.50583698,0
140.6953125,48.61416309,-0.092634768,-0.108943546,1.459866221,12.1132157,0
118.1875,42.386936,0.265020165,0.937360567,1.108695652,11.06048548,0
117.75,43.04757543,-0.035055242,0.544146454,2.397157191,14.76256764,0
114.171875,47.4639846,0.485436254,0.32231375,5.435618729,22.22456915,0
126.3203125,49.54589627,0.302752735,-0.023134404,5.081939799,27.62378601,0
115.4921875,52.30006514,0.145491041,-0.528232978,4.600334448,26.62747719,0
138.328125,48.31328579,,-0.242764359,8.334448161,38.97383803,0
128.609375,36.80485582,0.071096853,1.626486381,2.410535117,20.53216392,0
100.5234375,42.38513243,0.340810917,0.894101879,2.731605351,17.69376355,0
109.375,49.99984375,0.131348075,-0.217664132,4.081103679,20.6266204,0
38.3671875,28.73882149,,30.04790545,92.03595318,,1
127.15625,45.75895362,-0.0253918,0.25750424,3.176421405,22.51669346,0
107.03125,42.39120957,0.513810839,1.189648018,1.747491639,15.66720534,0
124.6796875,51.5109111,-0.087150606,-0.234226506,5.834448161,27.96930384,0
114.5078125,55.65855675,0.411604906,-0.336864833,4.384615385,25.32053836,0
111.921875,54.27441982,0.199578006,-0.613223971,3.015050167,22.91013652,0
117.2578125,45.96283249,0.224514512,0.259893314,6.929765886,33.79834083,0
126.0859375,50.69902417,-0.073979246,0.198673691,2.54180602,16.45808779,0
114.28125,41.25396525,0.41182113,0.616996141,2.412207358,20.42794216,0
113.4140625,59.75987462,0.415342958,-0.60248731,1.872909699,12.95376013,0
122.71875,41.68238115,0.374762019,1.0093946,75.10535117,99.70615995,0
120.625,50.70595379,0.21222199,-0.134330532,4.682274247,22.69963947,0
106.2578125,35.88049742,0.837617165,3.136766194,2.943143813,20.0345048,0
113.796875,48.94964878,,-0.109721425,44.03093645,78.33720234,0
124.0078125,49.2764041,0.054164115,-0.151303807,7.934782609,,0
125.2421875,59.46187672,0.322469557,-0.504540688,1.689799331,16.63472201,0
115.125,53.92457116,0.419911014,-0.016293559,2.693979933,15.33265464,0
96.515625,41.61448523,0.460483269,0.778586495,2.305183946,18.1979456,0
78.3359375,40.27586074,0.751563873,1.858023117,3.968227425,22.33106016,0
138.09375,54.32403323,-0.276243522,-0.251373854,86.85117057,81.51089709,0
78.328125,44.29836858,0.5877942,0.935323988,4.084448161,,0
124.0546875,47.17095051,0.01955491,-0.205026144,0.933946488,9.681887624,0
5.8125,30.63131312,7.152690621,51.59138187,149.0702341,47.63991978,1
100.5703125,44.44759618,0.445197499,0.441157681,2.477424749,15.41023176,0
126.5859375,45.3218572,0.001026457,0.047810622,2.391304348,18.9440487,0
122.1484375,41.31020036,0.080828361,0.43940351,5.68645485,28.34609652,0
142.296875,47.24344521,-0.037302799,-0.254429794,0.66722408,9.573145409,0
75.828125,32.39553147,1.159565211,5.941325068,1.859531773,15.12977312,0
117.859375,46.80790771,0.187290241,0.380418282,2.495819398,18.64034219,0
125.6015625,42.88326084,-0.101687543,0.440003428,2.849498328,15.18131524,0
128.125,56.90548633,-0.146464071,-0.407132818,2.39548495,14.7491266,0
92.015625,36.77549804,,2.07129864,3.317725753,23.29100592,0
94.90625,49.72776474,0.625981199,0.701249297,2.97826087,18.65133875,0
87.0859375,40.54492634,,1.978205814,4.02006689,25.08489796,0
17.8359375,46.1198807,3.848161151,13.96497043,102.8118729,63.96920423,1
96.046875,37.29922489,0.515574957,2.089832933,0.656354515,11.64130008,0
119.140625,39.67893301,0.145555172,0.913052491,0.490802676,8.963456972,0
107.9296875,53.13458496,0.05856055,-0.482555492,3.986622074,23.97911902,0
96.015625,41.8008643,0.424244807,1.127660711,4.321906355,,0
74.2578125,47.67389978,,4.775811477,15.15468227,49.24629575,1
113.0703125,49.88254698,,-0.24729305,2.275083612,13.38260294,0
121.53125,45.34364232,0.102670287,0.506626476,2.79180602,18.84932244,0
114.390625,53.68938943,0.185395499,-0.528509994,1.829431438,13.55131471,0
110.6875,49.07770465,0.165637097,-0.390078389,1.273411371,12.17196991,0
121.015625,47.21294585,0.16234509,0.075295181,1.710702341,13.27418292,0
92.625,49.33099305,1.245449139,1.498713238,55.12458194,81.09780027,1
122.4296875,47.25904073,0.020311411,0.20621497,22.68561873,63.17393699,0
123.7890625,40.7928556,,0.965760439,0.826086957,11.77520161,0
107.3359375,53.15988228,0.431541958,0.185216946,3.239966555,22.58884595,0
90.3359375,45.53025734,,0.699937252,0.600334448,10.22092744,0
102.609375,47.79190478,0.305027778,-0.077261984,0.780936455,9.434185213,0
132.5,46.7790685,0.121213323,0.098407469,3.20735786,17.16106504,0
135.0625,48.704105,-0.327587578,-0.11048285,2.814381271,14.76116415,0
74.4765625,40.71028833,1.41764242,4.449731236,33.63294314,71.46043332,1
111.5390625,34.81915384,0.51732535,1.94197775,1.345317726,12.26881136,0
135.84375,55.86792985,0.155654923,-0.463474549,3.928093645,21.04319129,0
123.390625,45.03492297,0.371588648,0.20792817,3.255016722,,0
104.2421875,52.37898942,0.206327465,-0.257105287,2.467391304,17.49413968,0
92.8046875,46.61361433,0.55622817,0.227911758,3.261705686,17.69131181,0
112.8671875,42.60013408,0.176873932,0.335491659,3.553511706,20.76032957,0
89.8671875,47.48229458,,2.505056516,0.763377926,12.39356141,1
103.1953125,52.5364544,0.218148762,-0.176853748,2.954013378,19.93665702,0
89.7109375,43.43460464,0.617108654,0.836538887,2.725752508,14.96037259,0
107.6953125,50.65532403,0.351288469,-0.146445728,1.52090301,12.42584955,0
95.890625,37.23494544,0.358574424,1.630684003,1.598662207,12.91551392,0
22.5,31.25374978,5.482057061,32.58985477,28.64214047,53.79601038,1
98.640625,41.00776115,0.43616086,0.827374108,1.197324415,11.00803262,0
101.40625,46.24230299,,0.249357026,3.497491639,19.32357357,0
76.4921875,38.12274503,0.750548583,2.556619255,3.25,,0
112,44.35016911,0.286628816,0.509145964,0.960702341,12.09477461,0
106.5078125,47.774862,0.679218671,0.359940964,3.199832776,17.57019462,0
132.6328125,60.12784181,-0.096562412,-0.841248797,166.9657191,59.3333477,0
82.4609375,38.84241044,0.743093866,2.161285284,6.088628763,31.54362861,0
110.5234375,54.73886371,0.322872283,-0.104463906,2.438963211,16.14277188,0
121.1875,51.61845449,,-0.241641262,1.661371237,12.77257511,0
117.828125,43.92609371,0.416162816,0.518232387,1.494983278,17.81062049,0
155.7421875,39.82387908,-0.307926321,1.127673081,5.501672241,30.15485391,0
142.1953125,56.81604893,0.024181319,-0.537703297,3.066889632,20.56071539,0
93.6015625,34.55234703,,3.038797852,2.193979933,18.76845795,0
93.3203125,46.04005281,0.621764159,0.630548224,1.546822742,13.07248821,0
128.9375,56.22537656,-0.042874165,-0.504123754,2.767558528,17.52855724,0
67.078125,34.17158207,1.821346733,7.722496191,2.47826087,21.50652143,1
130.4453125,45.74672266,0.091185758,0.404642148,1.885451505,12.51438326,0
115.6796875,52.75828335,0.08208583,-0.497257221,1.864548495,12.19607292,0
119.484375,42.13074597,,0.381549221,2.362876254,14.81515178,0
106.1953125,45.75923039,0.32624155,0.300459773,2.446488294,18.97321592,0
113.3671875,56.26220299,0.20182366,-0.461098767,7.444816054,31.56663809,0
128.390625,44.23079286,0.093502985,0.617528485,11.97993311,40.83957437,0
120.859375,49.11605109,-0.076935905,-0.190725158,3.404682274,17.65969027,0
126.421875,53.36425673,-0.01515238,-0.466873959,1.818561873,,0
127.75,42.51819463,-0.181472458,1.168102785,9.781772575,37.91541416,0
43.3046875,33.89633982,3.87815475,18.82047551,39.47993311,62.31246459,1
104.84375,42.23436055,,0.959919154,0.902173913,12.06433265,0
86.2421875,34.71462815,0.772280896,3.534833873,2.173076923,,0
143.015625,54.77154034,-0.413088168,-0.288130869,1.898829431,18.26140452,0
131.5234375,41.843265,,0.667605622,2.903010033,16.0849737,0
107.3359375,54.98284922,0.173235756,-0.468154216,2.143812709,14.15889477,0
119.984375,44.02875204,0.164076968,0.393064729,2.140468227,19.15048663,0
94.5078125,33.81891023,0.401373862,3.052846152,2.74916388,21.54102311,0
107.828125,46.27518054,0.059670912,-0.256342243,3.326923077,22.45484456,0
129.0234375,48.4446309,-0.057488198,0.176429294,1.641304348,17.21002274,0
124.9140625,53.19392989,-0.021354195,-0.28671584,3.513377926,20.28605601,0
126.78125,48.01154443,0.07208944,-0.164107179,3.094481605,21.20737558,0
116.0390625,47.71536741,0.17850779,-0.234020006,4.127926421,,0
140.4375,46.4530593,0.121573183,0.030169297,1.512541806,13.93435433,0
107.375,40.77299964,,0.808491163,2.223244147,14.90587508,0
137.4609375,49.54652207,-0.138500168,-0.117445837,0.996655518,12.3911308,0
116.5234375,59.82016864,0.232892693,-0.459666376,2.862876254,21.44229855,0
139.8515625,47.78877513,-0.294822529,-0.027811296,4.140468227,21.71036159,0
161.78125,55.46492945,-0.454987055,-0.298368893,2.267558528,16.11736795,0
115.09375,50.16993583,0.327289372,0.075251574,2.546822742,18.09318082,0
133.8515625,51.51457467,-0.057145349,-0.376946723,6.60451505,30.468553,0
95.796875,42.86941643,0.421323114,0.714221401,2.530936455,20.91553837,0
107.7734375,47.27202113,0.032848202,-0.048931153,21.5367893,56.50985782,0
114.8828125,49.97759202,0.226060071,0.252912405,0.977424749,12.64548747,0
101.375,34.69352425,0.145436024,2.54110028,1.501672241,11.12031332,0
93.390625,40.51566718,1.304394754,3.681271608,27.67056856,62.0302292,1
120.75,50.97854941,0.268341637,-0.101657325,3.057692308,16.558173,0
100.1640625,45.97889756,0.632129352,1.083580349,1.325250836,13.73137161,0
128.8828125,47.83510431,,-0.06223431,4.54180602,25.31994121,0
104.8984375,45.14418565,0.261252213,0.418917645,2.648829431,20.68930274,0
107.125,50.96322203,0.178227189,-0.573379417,1.965719064,12.83831778,0
84.1328125,41.61117847,0.459578975,1.026613828,7.580267559,33.30485635,0
101.1796875,38.03173707,0.129841507,1.305675482,1.612040134,11.47543496,0
126.125,39.72562146,0.094106379,0.258664776,6.007525084,32.22370246,0
124.2265625,56.57174853,-0.017095493,-0.564189253,3.504180602,22.47162795,0
124.8984375,44.04699902,0.081668429,0.358655699,0.836956522,,0
117.71875,47.7272422,0.289719843,0.287669999,117.2943144,75.62075551,0
123.3125,48.28734792,0.303458588,-0.194980956,4.402173913,27.48565382,0
87.109375,36.06054682,0.737664351,2.716326969,2.56187291,19.75985469,0
87.03125,39.21175236,0.633784388,1.746644758,2.35367893,14.08346459,0
127.546875,51.08446733,0.086450701,-0.104046539,4.233277592,25.40112834,0
113.5625,47.41880396,0.168826967,-0.035996432,2.205685619,13.99860843,0
126.4375,45.46199477,0.120326958,0.432474231,1.530936455,13.67497334,0
135.734375,48.49637299,-0.01788884,-0.115854459,3.336956522,20.43087715,0
116.625,51.69486798,0.438737225,-0.217506322,1.108695652,,0
132.484375,54.18789423,-0.215282527,-0.351426793,4.189799331,25.65662626,0
99.4453125,41.72488178,0.308406156,0.636492945,2.623745819,16.52050225,0
120.765625,43.94625346,0.152817433,0.371629745,1.72993311,12.19078303,0
110.2890625,41.71221201,0.383477714,1.257880018,3.513377926,19.12983246,0
109.890625,37.88432937,,1.236014539,5.056856187,30.32019942,0
104.4921875,43.67547154,0.632629442,1.06003937,0.984113712,12.83672545,0
107.7109375,48.52273184,0.23746693,0.002029297,3.139632107,17.3711617,0
130.671875,45.98727905,0.350341482,0.074009386,1.753344482,12.40503177,0
117.984375,51.37499762,0.219452179,-0.117037007,2.240802676,12.63755911,0
35.265625,30.4054591,5.778470134,38.40016863,109.9782609,,1
131.1328125,49.46769323,0.029280051,-0.136594203,6.362876254,26.42665928,0
112.78125,45.09883894,0.281900352,0.392037324,1.114548495,12.81745083,0
95.1484375,48.55555611,,0.242320715,0.962374582,11.72793976,0
145.8046875,53.6404492,-0.116512624,-0.547796532,4.239130435,21.40139574,0
138.0078125,50.81914872,-0.176393084,-0.297827225,2.762541806,,0
99.015625,40.46680437,0.516635647,1.239205695,1.682274247,13.14809091,0
127.9921875,46.01655546,0.013004773,0.272784102,4.760033445,24.90879903,0
59.4453125,47.56834041,2.168906391,5.541206207,4.650501672,,1
109.0703125,45.16569903,0.395757051,0.25081537,1.132943144,14.21119554,0
90.46875,44.16993772,0.689143286,0.723386363,4.644648829,27.19070481,0
80.234375,51.93136762,1.488528618,2.243387011,34.07943144,74.88920163,1
91.921875,49.76297089,0.455257072,0.024737875,1.863712375,15.74835515,0
115.4140625,56.36065884,0.166169419,-0.576728823,3.22826087,21.01422286,0
44.6015625,43.87595082,2.966424127,9.248106506,61.50167224,79.46991499,1
104.5234375,43.02796417,0.97797499,1.525022391,1.357859532,15.4500716,0
102.1328125,42.14954239,0.432887939,1.010393606,2.421404682,20.00224929,0
59.7265625,32.71675671,,16.17794592,39.25668896,75.04544998,1
95.2421875,46.66147134,0.426833353,0.191372208,3.54264214,23.38865362,0
69.34375,34.9498385,1.52739993,6.204588064,8.514214047,36.16922737,1
116.7734375,44.646741,0.364080072,0.35184207,3.288461538,,0
117.984375,48.97814952,0.11490635,-0.035642349,3.50083612,19.6608153,0
132.0625,52.62050901,-0.047394727,-0.265489099,1.427257525,12.88723512,0
99.671875,46.41862998,0.454800604,0.669216687,3.905518395,24.8265273,0
127.0390625,54.52298861,,-0.300742034,8.382107023,35.60492968,0
86.4921875,38.88183141,0.569128537,1.70657396,1.471571906,11.21431663,0
89.203125,40.58370197,,1.25904653,1.10451505,10.53390511,0
123.6328125,53.16966815,0.221759676,-0.070387095,3.987458194,23.86617532,0
103.21875,48.01170715,0.531698277,0.10460692,5.394648829,26.93519607,0
80.4921875,38.04376511,0.674489273,2.301002563,3.035117057,19.73021479,0
114.8828125,48.92526525,0.21752672,0.434060454,5.20735786,30.33691217,0
124.2890625,56.65371131,0.076801693,-0.65047742,14.68478261,43.72393789,0
137.5546875,49.89407665,0.165620163,-0.328969634,1.558528428,12.94362949,0
116.6015625,52.24900415,0.333774979,-0.302880403,1.287625418,11.83353946,0
102.1328125,48.82372168,0.298219529,0.25584926,6.285953177,31.40511275,0
113.421875,48.21219526,0.325759969,0.185061615,1.813545151,11.93416376,0
108.8984375,51.71025645,0.073618355,-0.432564868,108.9456522,78.42685847,0
105.1015625,52.52556518,0.369176023,-0.096195995,3.497491639,22.59977862,0
120.8203125,57.73761144,0.115216365,-0.513668535,2.725752508,15.96306478,0
107.4921875,42.67866784,0.623807851,1.28895926,1.81187291,12.78614528,0
94.6796875,43.93833278,,0.677596174,2.595317726,13.84318934,0
135.03125,48.38403299,0.015613299,-0.393499062,58.0409699,85.26783002,0
100.234375,45.93175719,0.373938377,0.331843109,2.97909699,,0
128.1953125,54.72874282,-0.121768692,-0.476035911,69.91471572,82.49725495,0
134.0625,48.34733544,-0.198835984,-0.113489268,6.16722408,33.04059724,0
122.3671875,48.43437427,,0.131181397,1.576086957,,0
114.8359375,51.92614607,-0.009627119,-0.528805933,1.227424749,12.03124904,0
119.1640625,51.17765891,0.260543234,0.186684474,2.877926421,23.76350483,0
165.890625,48.84449726,,0.230361355,4.893812709,27.18285527,0
122.34375,51.4824663,0.1095169,0.21341243,18.68311037,46.99105888,0
114.4765625,59.50419692,0.329830524,-0.496887464,18.73076923,54.45721302,0
52.515625,32.02562069,,16.74404683,15.84949833,45.81554655,1
76.7421875,37.20766178,0.911201179,2.979256578,1.892976589,13.41417351,0
107.2890625,43.84438967,0.046256067,0.570111237,7.240802676,32.46006871,0
115.15625,54.41326778,,-0.129343322,3.133779264,,1
8.2734375,32.70624817,6.015472886,37.02988934,73.28177258,47.50191021,1
118.3359375,47.69291046,0.147801813,0.16166494,1.489130435,15.16571943,0
114.8671875,46.85589129,0.30707465,0.192871306,3.371237458,23.70059852,0
115.4765625,52.56007944,0.311830628,0.148710336,4.530100334,27.98948555,0
119.1171875,39.91291714,0.189405002,1.204292114,2.556020067,16.24641063,0
104.140625,42.30889652,,1.305488503,3.326923077,19.56870183,0
124.4921875,44.66647164,0.213780823,-0.066822815,34.91220736,73.83303829,0
142.6171875,46.57824752,-0.293798064,0.071820277,2.183946488,18.11075947,0
101.0703125,46.29274774,0.63942846,0.610679895,4.33361204,26.30531898,0
107.40625,47.09090901,,-0.192143001,157.9707358,59.24622658,0
136.6171875,48.52498086,0.096070166,-0.027892472,1.969899666,14.68649291,0
120.6484375,48.59134276,0.032544336,-0.263980433,2.003344482,12.62045596,0
131.828125,56.34562835,-0.036377754,-0.522554152,4.956521739,26.1497127,0
138.7734375,43.74396652,-0.287830973,0.45472005,4.976588629,28.7181166,0
128.6953125,49.24247382,0.106935673,0.211320856,2.787625418,21.01795014,0
119.1328125,42.38668185,,0.807183869,2.408026756,14.78148765,0
89.421875,42.97139481,0.582709288,0.895797616,1.306856187,10.46951235,0
148.1484375,44.69498886,-0.226420919,0.160191861,3.648829431,,0
86.5390625,38.71145307,1.803818291,5.52675691,10.14046823,37.15085402,1
125.671875,41.40993793,,0.565070802,2.616220736,14.36326503,0
98.0078125,43.60520613,0.55060811,1.294496906,4.053511706,26.4210279,0
129.921875,51.33188723,0.033799794,-0.341093237,1.968227425,14.70247837,0
137.4921875,52.78893647,-0.358404338,-0.13282571,2.27090301,16.49146499,0
