 Mean of the integrated profile, Standard deviation of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
84.8125,41.55695452,1.236195056,2.943143813,19.37281941,85.57938958,0
117.046875,51.97728761,-0.223755887,3.091137124,15.97387777,76.03836498,0
131.78125,48.98276762,-0.161152114,1.664715719,11.16404551,238.3105512,0
138.0625,47.39507325,-0.302024921,4.153010033,25.59595689,49.59075573,0
117.8359375,55.60811223,-0.291951362,0.629598662,10.4894003,390.6191109,0
116.8671875,46.6993996,0.793774617,1.560200669,13.40614175,151.2436066,0
134.453125,48.46565462,-0.236608364,1.913879599,14.51772442,167.9747034,0
99.4375,40.56047761,0.864289532,1.60367893,12.38087531,174.9121442,0
46.6640625,37.4892229,9.705203911,33.88043478,67.46921695,2.493062298,1
116.3203125,48.306627,0.171232033,2.260033445,,110.6671885,0
101.90625,47.72879724,0.61243001,5.52090301,30.74958843,37.74373883,0
123.5703125,41.37833891,0.332181738,3.331939799,20.93274826,57.14142245,0
103.8125,42.11475209,0.591899751,1.649665552,14.08562593,158.9365411,0
33.9140625,36.31976634,22.33154978,80.23076923,83.1729185,-1.100622926,1
107.3515625,43.95764827,0.304917802,3.218227425,15.84667449,80.18941036,0
134.703125,42.9529829,0.098560065,2.259197324,,88.7319326,0
136.4453125,42.43797102,0.399868089,4.418060201,22.57816171,45.0353434,0
103.4921875,44.1143748,0.279442803,4.470735786,25.79420704,45.9285698,0
120.125,51.83040252,-0.298136852,1.201505017,15.00825963,194.687599,0
95.296875,45.59628538,0.283853331,2.468227425,15.84598196,113.4927023,0
56.6171875,36.8256282,13.04289553,116.1655518,91.66224728,-1.587711289,1
130.53125,44.03530854,0.287191721,3.122909699,17.67523191,,0
126.1015625,52.56734369,-0.347580724,23.09615385,53.59511551,4.183569225,0
121.9453125,55.29894729,-0.41898343,1.300167224,13.2467968,225.8864021,0
99.5390625,42.13054532,0.641911948,2.376254181,17.21749241,,0
103.828125,48.15082252,0.010234461,0.954013378,11.79700343,268.7301326,0
69.109375,42.07066867,6.749524537,44.17892977,66.00630676,1.253168857,1
142.4140625,54.35926889,-0.393528983,1.965719064,11.39205535,216.8112463,0
126.5859375,56.64328173,-0.556150709,1.768394649,16.36858188,128.3633512,0
157.359375,50.73995196,-0.260217592,115.8051839,71.80747909,-0.975950871,0
13.796875,31.31701798,38.47727791,68.7541806,68.01215788,-0.354039516,1
108.9765625,52.21806214,-0.253509097,2.535953177,13.82624661,119.1817846,0
102.140625,55.5472398,0.030430065,0.74916388,11.17139013,328.6496227,0
96.1015625,43.93227029,0.712315859,3.079431438,17.53928829,66.58177503,0
93.46875,40.1642988,1.196506932,1.985785953,12.44112417,164.2745792,0
112.75,48.30081521,0.042896248,3.142976589,19.43178083,58.53812525,0
110.96875,47.74295391,0.154902407,2.12458194,14.87878665,109.9832995,0
109.5078125,53.17791425,-0.296060571,2.384615385,15.06310796,119.6042076,0
153.109375,48.17679589,-0.018614441,1.119565217,12.39935746,215.7792591,0
118.9921875,49.49786866,-0.134870674,1.386287625,12.74123527,170.6308375,0
111.9609375,44.59757602,0.593320595,3.357023411,16.68978597,63.75380615,0
107.875,41.17663931,1.134419143,2.071906355,18.95690889,114.1444222,0
125.7890625,46.84476564,-0.148570191,2.467391304,14.49436888,100.6169015,0
136.203125,49.79306543,-0.378287339,6.879598662,33.40023659,24.31406958,0
139.2890625,56.08004218,-0.476573898,2.857023411,16.76601094,72.52654413,0
103.6015625,48.93240552,0.289975804,3.287625418,20.10264332,63.62213475,0
124.234375,45.03132319,-0.070098127,1.918896321,16.68078052,120.0533183,0
108.2734375,38.48390793,1.192304491,2.005016722,14.8207791,106.851566,0
31.296875,35.84937224,19.16800831,199.5777592,58.65664338,2.391870403,1
130.7578125,50.02682813,-0.323834186,14.42307692,42.65100973,,0
141.890625,45.27851905,0.252254375,7.31270903,34.70934072,25.88308764,0
71.96875,37.07655457,3.508845275,2.275083612,14.17634097,114.9773515,0
86.15625,37.13392938,1.987872098,2.357859532,17.28863847,100.3917478,0
108.6796875,48.33281972,0.242935783,2.191471572,,120.8918703,0
136.71875,49.64765501,-0.334110847,1.493311037,15.58032769,169.1109894,0
135.859375,51.93727202,-0.366114187,20.77424749,52.77264803,6.607439551,0
134.0625,46.1938426,-0.031632107,1.976588629,12.14369596,180.0555157,0
123.328125,45.66062126,-0.223013808,3.45735786,20.28848845,69.73495925,0
103.7890625,49.30194791,0.059698262,6.848662207,32.54715653,27.31372523,0
132.984375,50.88252161,-0.408539074,4.663043478,28.65445745,47.08818051,0
113.34375,52.52818254,0.079404543,3.060200669,22.78596913,67.37125119,0
105.8671875,32.92258227,3.171504871,1.52006689,14.73700659,168.2929713,0
144.4296875,56.98761976,-0.305232253,202.3319398,,3.001157049,0
134.2578125,41.43749926,0.363083385,1.616220736,17.4789612,135.5428962,0
147.8203125,45.77414554,0.036523177,1.915551839,12.15378297,182.532263,0
111.953125,49.17600078,-0.063352046,3.513377926,19.24543958,58.70907401,0
34.5859375,63.09486005,4.195093798,185.4297659,77.81271519,-0.437615964,0
129.3125,50.14786729,-0.152985775,3.427257525,18.80441205,67.78902457,0
83.609375,46.92051696,0.502758271,3.214882943,25.02459952,66.61986438,0
112.1328125,49.20324098,0.201982647,1.901337793,16.98391817,104.4856955,0
106.1796875,45.62421807,0.918234271,4.045986622,22.94519555,,0
133.5625,44.54277263,0.344999976,4.813545151,25.1349771,36.54514209,0
112.5546875,43.03646865,0.250405151,3.023411371,18.39808192,86.25256946,0
114.65625,52.31984529,-0.50533343,2.165551839,14.82899235,127.3810739,0
106.625,42.39748666,0.206694043,5.544314381,29.62971949,32.09661617,0
113.953125,47.04334095,0.250241353,22.4222408,57.41272108,4.059077129,0
14.703125,29.81593517,52.86635443,81.60284281,57.25662724,1.258417581,1
134.40625,46.14048478,0.176154386,9.086120401,37.23937448,17.94853263,0
126.625,52.39498425,-0.211016372,28.79180602,61.61141008,2.924708364,0
110.5703125,38.49425355,1.855445652,2.329431438,19.79692478,82.59031688,0
88.3984375,39.98873666,2.940152516,43.13963211,73.72644276,0.639399179,1
136.8125,48.58365048,0.111424315,2.793478261,19.46933935,63.27860757,0
115.4296875,43.24723322,0.951177274,1.662207358,14.31985115,152.7242637,0
116.546875,43.39550297,0.318378531,1.632107023,11.21245601,238.3708919,0
148.3125,47.9413297,0.103106395,16.48913043,51.6644601,7.984433967,0
93.828125,51.71150582,0.239961274,2.600334448,16.83951794,98.57305749,0
135.9140625,59.19895313,-0.62201772,16.49916388,,8.957945444,0
106.375,42.36024817,0.362380842,1.704849498,,174.3720153,0
141.9296875,47.076929,0.27386136,1.915551839,11.95883655,188.5699184,0
126.125,42.97128402,0.265109161,2.623745819,19.32581681,80.16922063,0
95.46875,44.5354384,0.30787026,5.795986622,30.93833846,30.80519094,0
124.8671875,41.83755249,0.437615356,3.83361204,24.67524671,55.41099732,0
101.3203125,38.18109267,1.250747416,2.019230769,18.96146765,102.8080653,0
107.71875,43.39749732,0.459642094,1.569397993,,147.0597071,0
96.4375,42.65683379,1.246781457,9.024247492,39.44269261,19.11613138,0
115.6171875,45.44968391,-0.008721313,2.164715719,14.73394345,117.3406682,0
132.34375,49.95051262,-0.309031538,7.877926421,32.9002264,19.81511679,0
112.765625,45.08247379,0.477125215,49.94481605,66.74291989,-1.392046196,0
131.6953125,45.87764955,0.152888091,2.611204013,15.58449324,81.78414822,0
113.9140625,52.76851383,-0.526481549,1.343645485,13.17085315,192.774195,0
23.453125,31.52227867,32.32481365,47.1764214,64.33370733,1.133935987,1
140.4765625,47.23064498,0.323517536,6.134615385,30.57062287,27.24339541,0
21.734375,30.83638384,39.4765072,146.5334448,82.5792194,-1.334366402,1
126.1640625,50.2658211,-0.336421618,1.224916388,11.91056758,232.9010306,0
82.921875,41.43191127,1.208948762,2.595317726,17.29316696,78.61933451,0
125.296875,59.05338678,-0.429461159,1.938963211,15.07724105,125.345326,0
31.046875,38.36967784,19.14360469,107.0510033,,-0.252814514,1
138.8359375,45.45392195,0.08651574,3.08277592,18.52984588,60.66034644,0
126.34375,46.0150175,-0.320673329,3.237458194,19.50779284,70.94755008,0
59.4375,38.90166891,9.072247763,30.69230769,61.68628671,3.363576455,1
114.4375,49.82622145,-0.230932739,3.076923077,18.71715458,73.57498589,0
120.796875,53.66015156,-0.254155331,0.873745819,,278.0034261,0
27.484375,26.77655935,43.94082312,116.8754181,92.04395143,-1.571429441,1
80.203125,36.29014143,3.040664384,2.694816054,16.5066017,91.94737641,0
136.046875,35.7967045,1.327440282,5.530100334,24.26859726,31.79404709,0
103.59375,31.5781366,3.794120622,2.508361204,15.54287727,124.5665507,0
130.859375,51.75433774,-0.26128624,4.461538462,28.19430952,44.49192218,0
112.9296875,56.94832959,-0.321361354,5.442307692,24.86836615,37.07250855,0
135.828125,40.88228325,0.548751607,3.380434783,17.88559664,64.78332274,0
104.5546875,48.92258052,0.014323418,2.287625418,14.4559953,160.1132486,0
101.2890625,35.08675684,2.309512225,2.858695652,17.61975555,80.53724446,0
62.765625,33.11685852,13.65133857,10.98913043,43.42229498,15.33900629,1
134.765625,52.58705348,-0.32185931,1.323578595,14.2057791,167.0462382,0
98.4609375,53.25277316,0.139273727,2.408026756,19.70011126,108.12511,0
124.078125,53.7865587,-0.386831959,8.881270903,35.19987292,20.5043,0
106.484375,44.10339138,0.432325081,1.423913043,11.90247705,210.3619033,0
100.3515625,49.34771237,-0.16955397,1.546822742,13.22756755,157.0202884,0
98.8828125,37.66704899,1.520792468,1.862876254,14.89970684,129.5400844,0
102.328125,42.94256873,0.833361743,1.040133779,12.25059119,216.9233441,0
99.7578125,41.40986939,0.99210625,2.622909699,18.61480091,89.31267857,0
103.5078125,49.11116155,0.158311332,1.127926421,11.41324068,250.2091963,0
102.1484375,31.6899259,3.534867338,2.738294314,19.25621748,81.3148111,0
145.8515625,47.72743083,0.004515914,1.81187291,11.83232462,198.6378742,0
91.296875,38.59127965,1.623263793,2.210702341,20.66504859,,0
127.96875,46.42651073,0.543797076,2.195652174,13.29534009,134.3981087,0
111.671875,47.72072227,0.296265645,1.023411371,10.39823051,,0
127.9453125,52.74678731,-0.302191029,1.963210702,16.22888083,123.7103034,0
73.984375,36.52053882,5.44133577,22.13545151,55.67129143,4.150410047,1
95.140625,43.09178692,0.84842107,2.044314381,19.66374206,107.5391595,0
119.6796875,47.90484279,-0.275621122,7.906354515,35.21381788,21.08816403,0
40.3984375,33.74845826,19.29466964,96.34949833,,-0.717263639,1
16.25,30.86867344,37.70232112,123.7115385,93.41866189,-1.5677302,1
116.109375,52.08635174,-0.233619321,2.403846154,14.48802822,120.6726205,0
100.265625,45.92954597,0.313332999,0.858695652,11.26264134,300.8313956,0
119.765625,51.15394724,-0.284197438,0.351170569,7.763999566,968.083754,0
127.5703125,38.26994651,1.972821261,31.11705686,66.15966809,1.698899538,1
153.7109375,49.49623602,0.048143286,77.590301,85.71631698,-1.568389222,0
125.953125,43.02213445,0.760414743,4.04264214,21.40864595,54.03943202,0
93.53125,35.64581355,2.463680419,1.58361204,12.24064173,191.5344969,0
143.46875,46.02732502,0.258811747,1.97909699,17.87237544,123.8241413,0
96.1328125,39.10210414,1.459100488,3.019230769,22.0496657,67.04084596,0
101.3828125,43.05630781,0.352953724,1.511705686,14.36227512,165.3116581,0
81.6875,39.43066502,1.808679303,11.7048495,48.10607715,13.0908179,0
104.0546875,44.10398023,0.446123694,1.704849498,15.67256971,156.2394036,0
136.7265625,50.43865625,-0.065401509,6.719899666,32.85917004,,0
115.3125,46.49827786,0.341376678,3.616220736,21.9435435,55.52124885,0
138.0390625,52.99209881,-0.542498468,2.567725753,15.1730132,103.4863695,0
149.3203125,43.54934945,0.440700331,2.933946488,16.81862177,83.3000797,0
118.328125,55.728851,-0.709315273,3.797658863,20.37735631,59.47765702,0
128.8984375,49.37987948,-0.329355017,0.651337793,9.866737806,427.2874512,0
8.2265625,32.5579327,35.28723836,184.5259197,62.91485857,0.176960674,1
131.4453125,45.07819744,0.267297672,1.873745819,15.13998051,143.5402412,0
129.1015625,45.73357626,0.149425617,1.931438127,13.92635845,140.6093076,0
87.9609375,46.01857681,1.809878054,2.482441472,16.38552647,95.75676672,0
114.9140625,47.50444508,0.139945717,7.627926421,32.82001474,21.93749538,0
99.875,43.11249819,0.538586284,2.277591973,19.00448458,96.27057131,0
136.203125,50.90038669,-0.083941798,44.88377926,84.5658737,-0.09404183,0
119.625,41.14760017,0.963926234,5.355351171,25.98713304,32.09155132,0
121.46875,49.76883084,-0.300718638,3.046822742,19.82092443,84.11275118,0
98.6953125,43.55161424,0.511606153,2.43729097,14.89832589,110.3263674,0
95.0625,50.1634438,0.348162566,10.090301,38.94576719,16.36638029,0
136.59375,44.49147346,0.277954824,1.572742475,12.53465669,210.0858458,0
106.3203125,53.54421852,-0.354209267,2.7090301,17.00798412,87.38462217,0
109.4921875,53.2901838,-0.319022964,4.132943144,,46.83080307,0
123.8125,53.13981411,-0.501464249,1.472408027,12.92388605,173.336389,0
103.609375,50.68888475,0.229318786,2.677257525,18.73453479,,0
97.90625,40.60969664,1.50591983,1.006688963,12.34468548,233.6748525,0
121.9765625,59.86279427,-0.66581044,61.50585284,84.21985561,-1.528625943,0
92.859375,45.21817499,1.171628854,1.308528428,11.00680669,260.5139526,0
117.453125,45.08080581,0.06881474,1.995819398,14.14500216,138.1724498,0
125.9296875,56.89109437,-0.659005773,9.753344482,38.38641583,21.03976659,0
123.234375,42.569701,0.590429489,1.855351171,11.40519947,216.3478019,0
107.3515625,49.82603954,0.131933658,4.275919732,24.92314183,44.29654047,1
126.734375,45.28874108,-0.111667817,2.946488294,20.13205931,70.22167181,0
128.03125,50.70101353,-0.205665321,2.106187291,14.92308917,117.6031661,0
108.3984375,50.78652316,0.386511184,3.905518395,26.73536113,52.62306243,0
142.8125,52.46200262,-0.192066466,6.7909699,32.99948999,26.63116733,0
87.875,52.16814761,0.167300839,1.510033445,11.94422936,256.996328,0
116.96875,55.10613871,-0.445023687,0.91638796,,305.6728095,0
16.5390625,35.7836167,30.12961815,82.3277592,66.87172315,-0.354824955,1
95.0390625,45.24730695,0.050452806,2.967391304,,96.38589897,0
82.578125,37.2713046,2.812515186,0.873745819,12.43807187,306.2445594,0
89.4609375,35.76636477,2.623077717,3.394648829,21.4067888,59.719739,0
84.0234375,37.2633082,2.860835574,1.964882943,14.82587128,119.7865478,0
135.59375,43.57347199,0.877542862,3.77006689,23.58510826,49.25932832,0
111.8359375,54.02875064,-0.132754032,5.130434783,25.46743038,44.20754965,0
142.1484375,39.24643492,1.423423418,1.740802676,11.90084624,195.4465387,0
13.8671875,40.65275419,16.92496608,110.1730769,63.68767314,-0.655351465,1
90.484375,39.6644095,1.557527037,2.097826087,19.72616792,104.7429697,0
95.0078125,47.68098679,0.993613107,25.43645485,62.60253242,4.445248968,1
102.796875,37.5346422,1.3556516,2.706521739,19.87410184,67.64902246,1
99.0234375,52.74651423,0.070500865,1.341137124,16.02920662,181.1651368,0
98.09375,38.97704403,2.021001839,3.609531773,20.54476822,68.56471794,0
75.5,47.71562899,3.40732993,13.19063545,42.67672812,14.92776886,1
46.9375,40.08131384,14.43963434,103.6204013,82.38329976,-1.259884185,1
136.9140625,52.22383127,-0.265510391,3.691471572,20.74573642,60.87944839,0
117.421875,42.11194334,0.276314747,2.191471572,13.85143199,132.5938423,0
129.234375,41.30441191,0.882514402,5.16722408,25.95775052,33.19033882,0
123.640625,43.39332005,0.356237284,4.358695652,,45.69563908,0
75.5546875,44.96748975,4.063128989,26.87625418,57.57231664,4.096560177,1
108.5859375,46.70594973,0.222719312,1.070234114,11.91139601,262.0000197,0
139.1640625,51.05324692,0.032153011,2.941471572,17.94691874,99.08669982,0
120.6640625,45.11327364,0.102418668,1.357023411,10.62576187,290.2115051,0
108.578125,52.61959731,0.076267427,3.879598662,22.0240569,47.80753231,0
98.0703125,42.60761808,0.806702186,2.006688963,14.47209131,118.8746057,0
39.2578125,28.48169535,30.86717048,26.42391304,57.15600955,3.489888559,1
110.0234375,41.22697555,1.081712858,2.081939799,16.53525599,95.56088156,0
126.15625,54.95174552,-0.396475874,3.127926421,19.10994915,92.23785178,0
141.8828125,51.61389425,-0.188527888,2.099498328,14.20075719,131.3157569,0
113.375,54.24063859,-0.423161693,3.571070234,20.05408571,51.50835059,0
122.4453125,56.601652,-0.30680837,3.701505017,20.38493356,63.81595558,0
121.3046875,64.67606283,-0.875452106,1.915551839,,180.0420357,0
96.6328125,46.31530374,0.477023342,1.856187291,13.58207013,152.9526158,0
129.640625,48.49045241,-0.122545053,7.045150502,33.55053546,30.59351842,0
114.859375,45.84173426,0.167245928,2.961538462,18.45359884,87.74242667,0
24.546875,29.64315356,34.64385111,22.2951505,51.18912742,6.865731896,1
55.9296875,38.32186541,9.956893225,78.61956522,69.67275336,-0.426499944,1
82.1640625,41.33131707,1.733697432,2.081103679,13.34502065,137.8719478,0
123.65625,49.41650747,-0.160793855,1.7909699,,149.3176927,0
157.4140625,41.49143875,0.425523897,1.540133779,14.16833442,208.5835113,0
104.578125,47.17613429,-0.074154726,1.352006689,15.77747657,159.9490665,0
119.5390625,59.06721573,-0.72264257,0.613712375,9.066898114,544.4014316,0
111.4609375,41.0863995,0.914723645,3.161371237,18.9355944,74.82128382,0
33.9140625,36.06895032,23.49087056,57.13043478,69.03956292,,1
139.484375,45.91227783,0.355671782,1.782608696,12.4222491,171.3297163,0
142.390625,42.91110622,0.292316438,1.401337793,12.13522464,212.6768086,0
106.7109375,43.84670604,0.411556897,13.56521739,52.14965852,10.98823121,0
85.1640625,34.11693525,3.521125106,2.27173913,13.56579054,141.6932364,0
119.203125,51.88634806,-0.299423105,10.80267559,38.47310914,13.73110615,0
115.9453125,48.02185515,-0.222480051,4.87458194,27.26065174,42.689749,0
111.703125,54.79883087,-0.49125384,2.591137124,19.85185656,83.19980505,0
130.2734375,58.02016283,-0.543944115,39.42892977,66.59478471,,0
141.6015625,55.39536023,-0.362541469,2.136287625,14.2731003,117.5413905,0
85.78125,33.28849686,4.248981819,2.204849498,17.28525218,,0
114.1640625,53.61403987,-0.704374616,2.597826087,19.28130852,100.0700157,0
130.25,61.19066003,-0.866636601,2.518394649,16.50308057,128.0264097,0
79.265625,41.29476442,1.757455044,1.537625418,11.4788342,228.7941494,0
84.7421875,40.00727397,3.812073222,5.736622074,32.04731081,36.14797519,1
101.6328125,56.62015309,-0.540344973,57.11371237,77.48405023,-1.113192761,0
61.828125,35.58003947,8.942227009,31.31270903,59.54490904,3.684103858,1
108.0234375,39.93988937,0.83496892,1.866220736,17.66168962,136.926845,0
117.0234375,64.91237662,-0.541779028,2.830267559,17.94651437,91.31583136,0
114.4765625,44.47716494,0.250185114,5.25,29.42555157,37.37342487,0
83.15625,53.34109542,1.480619056,71.74080268,74.79990951,,0
123.4140625,54.49161738,-0.470415228,3.321906355,18.13745976,83.26104419,0
136.2421875,50.65936274,0.067323193,3.910535117,20.62804507,,0
121.0390625,43.18626126,0.208373375,2.696488294,,76.81382157,0
116.7890625,50.24808024,-0.306096311,6.855351171,34.13694602,,0
101.6015625,42.99006787,0.741265168,1.825250836,12.46206543,176.4476366,0
111.875,47.66337037,0.130435733,1.722408027,13.6457155,152.7674046,0
95.09375,46.56085358,0.409974028,2.747491639,20.59076778,65.50837662,0
120.734375,50.47686419,-0.234408235,3.569397993,17.50201231,60.53524309,0
153.0078125,43.5108636,0.899394406,2.612876254,17.54944667,86.26757146,0
138.875,49.96827118,0.151569164,3.110367893,22.8291867,69.30320942,0
112.9140625,50.53402742,-0.175892174,2.654682274,17.7186386,83.62469066,0
94.4921875,38.05423681,2.892664104,4.929765886,28.35858096,44.13239918,0
102.3203125,43.88015169,0.492992714,2.780936455,17.51536844,85.15354745,1
150.4140625,48.73068966,-0.060455215,177.5008361,,0.013041635,0
81.6640625,35.21236407,3.460431499,2.091137124,14.60909445,115.6147297,0
96.421875,43.31238445,0.799824689,1.886287625,15.90898379,127.6728796,0
111.1484375,46.42922871,0.022225557,3.151337793,19.40282381,73.0952525,0
115.0390625,45.24178143,0.803068904,2.33361204,15.15637246,107.2247319,0
134.03125,38.29163125,0.813305366,2.314381271,,125.8351665,0
96.9921875,43.46918738,0.462258393,41.22324415,,0.362318732,0
181.140625,45.80422578,1.174953545,155.8729097,59.49267599,-0.958686286,0
111.109375,39.93612759,0.965436795,4.39548495,,47.33608259,0
84.0625,43.44442391,1.953091421,2.769230769,16.83423778,90.42553744,0
108.6875,42.82609273,0.325202429,48.52424749,61.05809159,-1.630793986,0
141.1875,50.38209472,-0.229779426,0.734113712,8.521635271,671.6954344,0
122.2734375,45.54971783,-0.16340349,107.0476589,,-1.78971179,0
121.5625,51.17734942,0.156868624,1.952341137,15.34252957,119.3436053,0
121.953125,47.62350053,0.229030426,0.765886288,11.74863716,341.9552562,0
18.296875,30.71602782,35.34187925,55.08277592,63.57774324,1.000620808,1
136.09375,51.69100464,-0.271816393,9.342809365,38.09639955,18.67364854,0
122.046875,42.4370599,0.389280924,2.033444816,14.18017901,126.5193669,0
109.8203125,41.93865192,0.586859832,2.560200669,17.72793899,89.91420631,0
113.546875,49.50029346,-0.202839025,2.407190635,14.42205142,,0
105.875,51.15127687,0.280251157,4.132107023,26.23477624,51.9075654,0
118.8671875,50.89348115,0.14435267,3.088628763,21.26101142,74.17920586,0
50.828125,31.80509722,15.9458221,14.98996656,49.5971217,11.30174349,1
134.53125,57.02315011,-0.777282706,100.3670569,82.66451046,-1.785800652,0
92.0703125,37.63521115,2.150063854,2.569397993,19.14854012,81.78449202,0
119.921875,34.89238128,1.398000031,2.224080268,17.65438225,93.61576838,0
130.609375,64.40475458,-1.00415768,185.708194,85.15489114,0.748122049,0
122.2109375,46.31611024,0.089445697,11.50334448,42.7365636,12.76234998,0
130.15625,51.61628823,-0.312193733,2.819397993,20.99492274,68.34696233,0
114.28125,48.98787119,-0.248115208,5.546822742,31.38796472,33.50675057,0
123.6640625,47.63898701,-0.071980861,2.969899666,15.56045811,,0
124.7109375,48.14774663,0.156993402,1.693143813,11.85257771,,0
119.8203125,46.92021712,-0.031173733,2.882107023,21.86318008,70.95707127,0
128.9375,49.1540547,-0.153749247,2.491638796,16.11323114,106.2606955,0
131.1953125,45.69875179,0.453156759,2.107023411,13.22566867,142.9072092,0
123.71875,41.62573901,1.099912045,1.446488294,15.1930051,153.3281193,0
121.859375,48.37608758,-0.249216051,5.219899666,27.88454407,,0
51.8671875,35.85939798,15.02731718,21.65802676,,6.393432547,1
98.359375,40.32228261,1.160901727,1.183110368,12.78242479,206.3939204,0
12.1171875,28.23800107,57.17523165,123.6220736,68.76162825,-0.562968091,1
106.890625,39.54748617,0.824327793,1.159698997,11.45393922,241.9531501,0
136.3828125,56.28528353,-0.30949077,3.596989967,21.36859488,66.75008838,0
126.1640625,50.37915264,-0.190318653,1.872073579,,,0
124.1640625,50.18104369,0.140015149,2.070234114,,101.3040941,0
63.140625,34.3239927,10.73256329,17.41973244,50.56221783,6.628752142,1
121.0546875,49.68106225,-0.024235457,4.344481605,27.12257069,52.27918641,0
124.6015625,56.79848422,-0.416648595,2.028428094,17.6487712,111.6973416,0
115.3515625,43.86050149,0.232529132,1.85451505,12.05071105,182.637098,0
106.0078125,43.59660539,0.303841397,4.076923077,21.61697051,53.06174724,0
75.09375,39.7215774,2.123643591,1.670568562,,144.2802082,0
117.2578125,42.89326253,0.030878068,1.150501672,11.49825164,320.6702352,0
105.4765625,51.41314959,0.664687455,126.8695652,,-1.731313469,1
123.4921875,43.92856347,0.807372728,3.821906355,22.88317477,48.02882827,1
85.9296875,35.63490731,2.957688353,1.846153846,14.99558721,142.0082635,0
19.1875,48.77479337,15.04996237,114.5919732,56.69817468,-0.104891167,1
133.3828125,41.88043269,0.621654532,2.449832776,14.30777293,111.0965003,0
102.0546875,43.46807532,1.224647907,2.928929766,20.56759309,67.39873043,0
106.5859375,41.32143953,0.968328921,2.086120401,12.9027793,157.2375628,0
126.3671875,48.03821251,0.150859944,5.466555184,30.35348688,31.48612082,0
103.1484375,39.96621422,0.92350281,6.018394649,29.11661473,,0
152.0546875,54.89995284,-0.353572983,7.56270903,40.24573657,24.79929024,0
88.1875,44.14106471,1.547155429,1.450668896,13.11749354,161.5310535,0
103.2734375,43.94931648,0.423220832,75.56521739,93.68489451,-1.749763659,0
132.7734375,45.89580844,0.08783749,0.522575251,9.779098182,474.263227,0
94.0390625,34.6523814,2.54951087,2.345317726,14.56625917,108.8541659,0
89.7578125,45.67681067,1.841149022,4.777591973,,38.48474417,1
123.765625,48.28358358,0.034518079,2.813545151,20.18860528,87.73135288,0
110.03125,34.43243781,2.579968573,1.801839465,13.44454845,147.5609632,0
124.734375,45.23851449,0.234804398,2.768394649,19.45801684,78.7042422,0
126.765625,51.92745606,-0.453695957,3.299331104,,56.67303492,0
15.6875,46.58908637,12.69504749,174.8361204,60.93699718,0.311540147,1
103.8828125,45.0329083,0.120666743,4.256688963,25.18726181,52.59179409,0
69.2109375,45.26616637,4.485091033,2.546822742,18.20122515,109.1223064,1
10.0078125,27.08075196,56.90085222,101.3453177,54.09991982,0.849791071,1
112.6015625,46.82920093,0.645880273,2.45735786,15.22750617,103.1978549,0
100.8359375,48.70314693,0.394045852,2.050167224,16.77464717,100.7444386,0
50.0625,60.16549442,2.924904194,69.12625418,67.68154044,-0.0152805,1
133.9609375,42.65567121,0.559545348,2.347826087,14.08393687,116.4641299,0
88.8125,38.75559435,2.001179102,3.7090301,,60.89218667,0
124.4609375,49.22142292,-0.306960686,3.237458194,21.72572574,56.9232601,0
44.796875,30.17303209,27.96010082,30.69314381,61.82819804,3.773395708,1
133.9140625,53.71859945,-0.246828348,1.035117057,9.819803088,389.4817668,0
107.265625,48.96865777,0.01758409,2.825250836,16.61602758,99.38825675,0
116.53125,46.43862507,0.007542205,2.334448161,18.90643705,86.58438924,0
60.0859375,39.74607436,12.02438876,29.04347826,63.99116616,3.711374007,1
99.6171875,39.39367039,1.323436682,8.113712375,32.54709137,20.87979433,0
142.5625,48.31080204,0.101362244,96.63294314,86.4042468,-1.890213089,0
131.7890625,45.96528111,-0.009713138,1.494147157,11.74189249,235.5968002,0
118.3515625,48.69589784,0.158940178,0.68729097,11.67061337,346.1953994,0
30.0546875,33.46880744,22.49598839,81.03177258,83.94864647,-1.097402939,1
140.421875,47.14101342,-0.033127005,1.942307692,,126.0734973,0
132.59375,47.71832023,0.243889596,1.253344482,14.12522343,182.6598699,0
133.515625,52.54149913,-0.395257938,4.420568562,23.06989985,42.35893116,0
110.0703125,50.359052,-0.073289864,1.653846154,15.19633747,144.7708051,0
86.8203125,37.46924439,1.97216177,4.204849498,26.45635663,50.57958339,0
47.03125,36.98097854,16.50953269,71.88043478,73.55964694,-0.141037482,1
82.9453125,50.37985532,0.167736473,2.005852843,15.11674079,115.2771577,0
139.3515625,46.86509726,-0.125808895,26.28762542,60.05579246,2.296078763,0
89.6796875,44.3154413,0.440518224,3.066889632,,64.85596091,0
89.1484375,37.44184863,1.917419866,3.876254181,25.58195051,49.19714352,0
145.265625,44.01020556,0.162983548,1.532608696,,134.6104092,0
118.8828125,43.74725368,0.70686552,2.720735786,16.32909682,85.34087348,0
133.2265625,51.86780294,-0.495370674,38.59364548,73.53428723,1.136092244,0
127.4453125,50.78182632,-0.244082484,11.40886288,45.0457503,14.81173829,0
121.9921875,40.79091046,0.395516983,3.681438127,25.22440469,55.6216986,0
128.6328125,49.5977367,0.137979211,2.098662207,13.12629538,146.4278269,0
122.0234375,49.08784614,0.130597452,3.04180602,22.13503537,94.74970309,0
17.1875,27.96726602,47.2355542,65.46822742,62.64831094,0.682661136,1
