 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve,target_class
106.9453125,47.05122019,0.153808139,3.510033445,21.53194095,7.337484128,0
104.140625,44.36896691,0.419341765,3.635451505,,7.354134974,0
89.4453125,42.77298516,0.558002313,2.516722408,14.72270633,9.491660453,0
121.7109375,46.94414107,0.527647584,149.4974916,95.51577551,-0.712325886,0
94.5546875,42.75636075,,2.680602007,16.24282682,9.447210904,0
127.359375,49.21679312,0.12148122,0.846153846,11.65242494,16.22109802,0
112.0625,37.38644265,0.185813012,1.890468227,14.4384477,10.58306424,0
126.59375,47.03646151,0.179445963,1.509197324,13.17165101,11.08579356,0
116.4140625,49.25563536,-0.125479822,2.18729097,21.33950845,10.28698684,0
134.453125,50.20658251,-0.108350067,1.321070234,12.66630867,13.08268739,0
119.3046875,54.76163669,-0.01090871,3.177257525,18.58071116,7.322360975,0
113.875,54.60039492,0.316475837,2.514214047,20.38768807,9.437708344,0
121.375,52.45504027,0.148122729,5.013377926,30.26010136,6.321699303,0
120.2890625,49.08588652,0.0230447,3.247491639,,7.498141778,0
85.0234375,39.78466744,0.544760538,1.676421405,12.2118211,11.42845765,0
120.0859375,52.18716727,0.002462141,1.797658863,12.95570772,11.17948679,0
113.8203125,47.59011741,0.400534196,0.619565217,8.773625638,22.82624594,0
123.7265625,46.56710797,0.10403902,2.242474916,,9.815773367,0
131.0703125,51.59868936,-0.00614675,2.10451505,16.43462613,9.924943888,0
122.65625,53.37330757,,1.153846154,15.31382123,14.10143801,0
98.8125,46.79655937,0.242821425,93.19899666,90.13954547,-0.03797591,0
122.25,51.13951505,0.037423912,1.802675585,12.72731215,11.59286788,0
76.5078125,55.00269824,1.77634624,112.0978261,98.19647714,-0.133006897,1
137.9296875,42.6210012,0.005904834,3.70819398,19.77843746,6.863243565,0
144.8359375,46.4189107,,1.504180602,,11.9109217,0
131.8359375,52.46692073,0.039228871,2.522575251,16.24211644,8.372492223,0
149.8359375,44.65698737,-0.24037832,3.092809365,19.6496636,8.012021164,0
18.1171875,29.29766978,6.446705558,50.10785953,66.32182537,1.456423391,1
103.6484375,52.5996955,,4.318561873,24.46411658,6.245707699,0
102.28125,44.14127488,0.153566274,2.204013378,13.26461524,9.873702019,0
126.109375,62.06514148,0.040049173,3.555183946,21.94408671,7.378307237,0
95.7734375,40.32857525,0.269330967,1.489966555,15.88437737,11.43541171,0
112.4140625,52.30119014,,2.454849498,18.95613141,8.547695546,0
130,51.4965108,-0.290269289,2.574414716,21.20189572,9.405303588,0
97.5546875,45.23839779,,2.994147157,23.7327117,8.495694145,0
113.5078125,50.22433986,0.153729554,1.143812709,10.34122122,15.93202966,0
125.953125,46.24845595,-0.13548317,2.731605351,18.28533701,8.762800682,0
117.875,43.95594385,0.261969291,2.464882943,16.95813074,8.688644213,0
134.4140625,48.28650293,0.362547675,1.693979933,14.50752304,10.51958552,0
76.265625,43.46361344,1.894294986,4.655518395,,6.785014401,1
39.078125,36.33967558,4.164490187,92.64799331,65.21835465,0.573204141,1
83.53125,42.52167416,0.581761011,3.428093645,17.79643383,7.050441726,0
135.21875,45.67906685,-0.020724817,3.801839465,24.16671534,7.229739647,0
91.7890625,33.81490341,0.656506064,1.609531773,12.85364787,11.45813559,0
132.03125,44.31967282,0.394830725,3.239966555,17.47693486,7.985729992,0
65.15625,35.38172142,2.817301139,11.09698997,39.26471721,4.352119246,1
121.28125,40.36008577,0.167983678,1.448996656,12.50818758,12.29936549,0
121.8359375,48.85817763,-0.169392319,0.936454849,11.94367952,15.53747077,0
71.4140625,40.51900159,1.582277875,8.204849498,,5.194352095,1
110.71875,43.01833503,0.323715718,3.425585284,24.02490307,7.419280212,0
125.6953125,52.67627529,0.028878687,5.660535117,,5.512507171,0
101.484375,48.11022247,0.379149141,0.789297659,10.92835068,16.97015536,0
96.9375,37.01198075,0.563277119,1.606187291,11.91018206,12.73793927,0
117.9609375,54.53631278,0.042907526,2.087792642,15.22335882,9.673816942,0
96.40625,46.26459863,0.31379251,1.991638796,13.6212478,9.980680865,0
19.75,28.83221939,,84.64214047,74.34011168,0.666799001,1
118.2734375,48.40708155,0.092435961,10.65384615,42.51179939,3.949619699,0
94.25,45.09590475,0.618096137,1.272575251,14.99690995,13.3067793,0
119.3203125,46.06651672,0.17277187,186.3085284,76.56805154,-1.680624788,0
84.21875,38.80559268,0.672945679,1.512541806,10.81591219,13.76104486,0
81.5546875,38.91834573,0.864430945,4.240802676,27.46202378,6.846833321,0
91.25,41.68464196,,5.581939799,24.5507966,4.778941621,0
87.03125,47.94282687,,1.934782609,15.09044397,11.6356751,0
138.46875,59.17570995,-0.33004083,8.722408027,33.52451107,4.257050558,0
122.3984375,48.1776238,0.01205806,124.014214,,-0.799531153,0
99.34375,47.02383663,,1.828595318,15.34360799,9.903094259,0
108.7109375,38.81167518,0.636641973,3.258361204,22.6477159,8.108096424,0
109.2421875,51.34879899,0.290327165,3.747491639,25.12004194,7.693330157,0
116.3125,52.93978744,0.011651473,1.136287625,11.83444837,13.96159728,0
98.6328125,50.55826946,0.425235177,1.005016722,13.49148034,14.92019457,0
148.1953125,53.6692793,-0.237560431,172.1513378,94.88209374,-1.004613812,0
120.640625,39.97376764,0.054248069,4.627926421,24.34931525,6.228604062,0
118.1484375,40.78087209,0.26616556,3.584448161,19.16964554,7.571928763,0
129.5859375,49.56979413,,3.927257525,21.06250991,7.339362305,0
133.2421875,46.75029179,,1.077759197,11.07679821,14.4983225,0
92.21875,44.35808436,0.661814121,3.184782609,18.31040795,7.523720423,0
90.15625,45.14152009,0.380457176,1.545150502,14.42882896,12.35969394,0
104.140625,53.22207812,0.237450154,70.5367893,92.38900681,0.640034884,0
70.9921875,35.92668231,1.058775382,1.83277592,14.51082387,9.787603909,0
13.109375,32.64085687,5.767084535,57.39715719,69.40855218,0.98369996,1
132.890625,41.22427879,-0.097539534,2.633779264,16.43003804,8.85201979,0
118.1796875,56.7238973,-0.008117241,6.066889632,31.54047472,5.434257662,0
92.328125,38.69151017,0.532109398,3.660535117,24.73221427,7.24769215,0
126.3359375,48.17891093,,4.097826087,22.33848671,6.636810562,0
120.75,54.59753314,,2.765050167,17.43403667,8.762025456,0
139.71875,48.0045469,-0.222265299,3.135451505,19.13724539,8.268728468,0
32.34375,27.61239461,5.466081293,52.37876254,72.14779181,1.300906485,1
100.46875,42.90249437,0.985195048,8.109531773,38.72167917,4.953480507,1
92.3828125,46.38748503,1.014035059,8.622909699,37.80690391,4.700433544,1
87.890625,37.65991619,0.557335026,1.823578595,13.11512489,10.81906414,0
102.9296875,44.50529877,0.527904703,0.861204013,9.585426502,18.37191841,0
139.2890625,44.50546883,-0.345903617,1.907190635,13.80722201,10.41304318,0
101.5625,49.67594205,0.339258976,8.04180602,36.01674069,4.655422465,0
106.328125,34.06590794,0.225761919,2.653846154,14.64486773,8.45795305,0
120.609375,48.45813824,0.295644197,3.382943144,21.17293447,7.437547355,0
134.4453125,53.93511852,0.122361608,5.898829431,30.77535877,5.728822642,0
148.359375,52.90834267,-0.328672059,1.786789298,12.07199111,11.8064261,0
122.6015625,45.67554389,0.249650502,0.965719064,12.4741738,14.36689058,0
107.4140625,38.07528056,0.327349864,0.761705686,,16.70025145,0
131.0078125,36.94601131,-0.035342743,3.168060201,20.07334419,8.526301068,0
97.7890625,46.78752711,0.693533052,1.938963211,,10.90142558,0
94.15625,43.11837585,0.482731384,2.623745819,,9.137268637,0
129.90625,45.84014982,-0.07678517,1.422240803,14.08495985,12.53345981,0
128.6015625,43.86455357,0.252630559,48.47909699,81.77018574,1.231202643,0
111.328125,41.34876611,0.056214406,1.879598662,15.33370886,10.42045338,0
97.9609375,40.96061415,0.486053212,0.948996656,12.69634717,15.34518559,0
119.921875,34.59376059,0.302254638,8.526755853,35.43553834,4.459655909,0
122.640625,48.89844936,0.197518343,3.668060201,20.4695961,6.887724319,0
64.921875,32.22858043,3.429072745,33.67056856,60.49110748,1.748564728,1
149.8671875,53.85532864,-0.185069011,5.956521739,28.91311137,6.336595217,0
123.4921875,54.43373209,-0.136258025,2.876254181,17.23052644,8.530455586,0
122.9375,41.99920944,-0.076567579,2.492474916,14.83828469,8.434570822,0
122.40625,50.2184972,0.16244514,1.158862876,12.30798392,14.88167953,0
124.1328125,50.1851838,0.140390614,6.159698997,27.86833739,5.411921685,0
106.53125,47.99998983,,2.891304348,18.00770621,8.25827258,0
93.796875,46.18515038,,2.550167224,17.35855379,7.906500797,0
92.265625,39.76306475,0.209165294,0.773411371,12.10059544,17.97258747,0
80.2265625,37.11852108,0.855243722,5.85451505,27.37358731,4.944099902,0
142.0546875,48.16772594,-0.031696164,1.683946488,11.40030701,12.5064772,0
139.1953125,47.99528925,-0.05254993,2.14632107,18.27853507,10.08647544,0
126.265625,41.98297355,0.13025696,3.265886288,21.92952851,7.444285787,0
121.984375,45.51201496,-0.043664827,5.983277592,31.32713444,5.698401481,0
107.5390625,38.06961189,0.538018521,5.591137124,26.45711912,5.322860278,0
121.2421875,45.54629274,0.320767815,1.928929766,13.34745849,10.85677255,0
129.625,50.09880862,-0.089990249,2.838628763,14.53043903,8.26849383,0
147.4921875,41.11796978,,3.716555184,24.03385489,7.574985638,0
99.96875,46.82162586,0.60742581,5.673076923,29.8217555,5.710553506,1
107.1875,45.94013598,0.260086852,13.48411371,52.96012492,3.684696368,0
125.34375,45.24610437,0.115605652,1.796822742,,10.90854224,0
123.1640625,52.6331314,0.155716434,2.739130435,15.79442052,8.588996654,0
115.2265625,52.75195714,,0.964046823,9.924525128,17.86767543,0
141.140625,53.90149209,-0.323419544,117.5994983,73.84700785,-0.891025068,0
111.1171875,35.63500322,0.237672636,3.68812709,18.68339164,6.663356829,0
105.4453125,41.13996851,0.142653801,3.551839465,20.75501684,7.739552295,0
119.4453125,46.84612587,0.179741148,3.415551839,19.28479722,6.680946411,0
121,45.72659921,-0.116789467,2.359531773,13.45720957,9.908619964,0
144.5078125,46.26317314,-0.260833314,2.155518395,16.95343499,9.211907108,0
118.578125,57.41224409,,2.066053512,13.45274716,10.39579147,0
103.40625,53.79728117,0.676100029,20.88628763,60.1210494,2.612994472,0
117.59375,48.94279785,0.152879271,2.238294314,13.34395402,9.836333952,0
123.4453125,50.0522865,0.020021942,3.175585284,22.45123156,7.995629626,0
123.4296875,56.97637718,0.355338264,58.39214047,75.39418755,0.739623616,0
70.0234375,35.22305372,2.184605065,13.12625418,37.04616048,2.834075696,0
123.8046875,47.9746122,0.018394623,2.868729097,21.00999902,8.472732877,0
129.09375,49.64254059,-0.009947698,1.280100334,11.17342637,13.82919582,0
82.3203125,34.89357337,0.854997177,1.443979933,13.35310414,11.36030675,0
114.515625,46.69147145,0.387356475,0.663043478,9.184253215,20.56010962,0
87.7734375,42.53293115,,5.764214047,30.85202449,5.826356351,1
156.7890625,47.45534947,-0.05154813,19.57274247,53.8814091,2.667304955,0
98.2578125,49.32564719,0.293144199,1.719899666,12.16302192,11.7732107,0
112.1484375,38.97196305,-0.017768148,3.025919732,22.34332662,8.121868645,0
133.8984375,53.1149755,0.045854171,4.155518395,26.32726046,6.932071107,0
110.578125,52.76978441,0.238838143,1.727424749,17.54852661,10.89133816,0
138.359375,48.26226113,-0.247670343,1.66638796,12.56607582,11.68888385,0
21.7421875,29.36336102,6.298407514,83.39632107,79.00608621,0.501918895,1
93.421875,36.91493799,0.447521724,2.218227425,18.0612587,9.945937466,0
95.5546875,43.76996127,0.547778175,2.315217391,14.36097471,9.431659666,0
89.9140625,39.33887775,0.557590962,1.327759197,15.19289347,13.04817297,0
134.3125,49.22790589,,2.419732441,15.15685255,8.628962742,0
118.4140625,52.22315808,0.029600553,2.740802676,16.16402258,8.028473919,0
126.8671875,53.1293191,0.13633915,1.149665552,13.96514443,13.23049959,0
104.2578125,46.75438584,0.482733331,24.01086957,61.68880838,2.476047599,0
118.2734375,54.16204201,0.322811947,2.996655518,21.72032606,8.234814648,0
125.6484375,55.50557261,-0.017358015,2.060200669,15.11736873,10.89379514,0
95.3671875,50.26832239,1.110711588,144.7065217,,-0.397906063,1
30.03125,29.53148148,6.377925998,106.1036789,84.60717385,0.206473834,1
91.921875,46.12832125,0.358996864,3.316889632,22.25530073,7.557062234,0
132.6875,42.31259232,-0.030860081,2.036789298,12.90375944,10.63877282,0
80.265625,49.91719462,1.335702814,161.1312709,89.00716963,-0.987236443,1
94.6328125,47.2053147,0.632996106,2.466555184,,8.914768563,0
99.03125,41.58104614,0.56359762,8.673076923,37.61654324,4.568020511,0
114.03125,46.17340575,0.133267588,46.29013378,68.11466284,0.933022151,0
145.515625,47.82421987,-0.144941624,0.79180602,10.07460298,17.77944407,0
107.6171875,40.62636942,,2.252508361,16.41889315,9.777514788,0
123.6015625,47.70749742,0.129553394,2.028428094,17.02700573,9.969430203,0
143.453125,52.34319729,-0.073592913,2.439799331,15.07125399,8.431976675,0
114.7890625,44.72741266,0.192567268,1.410535117,10.53436117,14.87831376,0
118.8046875,42.09458446,0.327160809,1.341973244,14.76270308,13.8769797,0
142.3125,51.49677629,0.062358134,3.448160535,21.18566961,7.458390687,0
147.7109375,49.40238993,,5.507525084,28.22782571,5.637392457,0
113.28125,51.51637141,0.365692016,5.913879599,28.18509844,5.731266377,0
87.90625,39.19411577,0.806023781,2.346153846,15.18681582,8.81153345,0
114.578125,47.36734921,0.581882038,1.748327759,,10.88964107,0
114.484375,42.5857562,0.103546949,7.218227425,30.08285719,4.456742206,0
101.1953125,36.30256073,0.669515047,1.97909699,18.725407,10.49646386,0
135.4296875,53.85334304,-0.072123086,66.91889632,80.46099999,0.466382363,0
107.921875,41.72147405,0.183738046,4.183946488,,6.820934287,0
104.265625,47.78834919,0.355374671,3.293478261,23.45910106,7.692720848,0
90.078125,40.29163401,0.521018924,1.443979933,12.29403037,12.12879427,0
148.8203125,41.36431765,0.112148154,2.073578595,12.92199148,10.51845773,0
132.484375,61.0741077,-0.078899789,52.30016722,,0.988108203,0
134.7578125,49.20107756,,2.024247492,12.38594443,11.11405195,0
105.796875,51.43690908,0.247117723,2.192307692,15.66224208,8.872622427,0
122.515625,51.5809413,0.143347867,1.336120401,10.00120727,16.00717127,0
155.6015625,43.84763032,-0.231655976,1.695652174,13.44899996,10.436665,0
126.828125,51.63227996,-0.089030882,7.131270903,,4.877169071,0
87.8828125,42.8468605,0.558823654,7.419732441,33.1543882,5.021065982,0
97.328125,39.04426762,0.676250676,3.903010033,,6.789342277,0
114.8203125,49.04309865,-0.063299928,2.960702341,21.7556196,8.384093427,0
121.6953125,52.5545191,,1.091973244,9.903458863,16.75470729,0
119.5859375,46.06085094,0.240116769,4.675585284,27.93596547,6.500925493,0
118.546875,54.9665892,-0.036829821,4.086120401,23.86416636,7.250352496,0
135.59375,45.10827902,-0.025657735,0.647993311,9.355430754,20.41728523,0
121.9375,55.46236759,-0.044139171,3.056020067,20.97807517,7.942109484,0
113.5390625,51.05387815,0.384988536,3.755016722,24.8505772,7.259584648,0
126.859375,42.14664399,0.425728309,3.75,19.00370167,6.714946055,0
117.2578125,47.00652317,,0.590301003,9.71187114,20.24078644,0
100.1328125,46.12523223,0.210581918,2.158026756,19.60400471,9.961568215,0
133.609375,47.00236603,0.078459969,10.9590301,39.34997538,3.786156336,0
108.390625,46.20829782,0.240379993,22.05016722,61.96550037,2.470787407,0
113.15625,51.32896927,0.154290148,2.696488294,21.38281484,8.673379453,0
121.0234375,45.94807954,,2.526755853,14.28771907,8.427850384,0
128.3046875,53.3214835,-0.189813623,17.29347826,,2.828970491,0
113.71875,51.71208416,,4.988294314,26.04334302,5.902053501,0
135.4453125,41.24333442,-0.368260131,2.852842809,20.59727107,8.185225016,0
108.9921875,44.9808112,0.141624239,3.893812709,22.20634295,6.427071914,0
135.140625,49.95634569,,0.928929766,11.33589318,15.67695795,0
124.96875,46.58475768,0.196337517,0.851170569,,16.3641774,0
132.8671875,49.00340726,,0.872073579,,15.85516579,0
124.4296875,50.70128259,0.310783684,10.97826087,37.92367615,3.656632634,0
99.2578125,34.46403154,,4.038461538,20.78932046,6.919616448,0
96.5078125,53.98871353,0.486351002,5.286789298,26.04370894,5.642359123,0
134.53125,42.52755311,-0.077448712,5.237458194,,5.940689717,0
103.8828125,51.96206866,0.39239138,3.906354515,20.33505943,6.542161401,0
79.59375,38.0766984,,5.652173913,29.31576596,5.93753453,0
106.4140625,34.76585235,,1.690635452,13.35899779,11.31929416,0
119.09375,45.56767589,0.214837208,2.315217391,14.14403224,9.062543892,0
118.046875,52.04848391,0.032455688,2.684782609,14.87698058,8.229044005,0
140.7734375,48.18571087,0.002013764,2.775919732,20.92389351,8.559255401,0
133.6328125,52.48509775,0.051920888,2.019230769,14.88468938,9.619457285,0
130.703125,51.84070544,,5.358695652,27.22173167,5.584394818,0
136.9765625,53.74090982,,22.659699,59.08450454,2.24064736,0
31.0625,36.52498075,4.499440752,92.89297659,79.81795917,0.452206178,1
130.28125,45.27087528,0.095718053,6.77173913,33.76245818,5.258854963,0
63.0859375,39.57607929,2.694842788,19.6270903,52.92638355,2.890254342,1
123.171875,46.18324733,,0.988294314,11.32079494,14.76318729,0
121.234375,45.46040248,0.107714953,1.903010033,14.95178285,10.10590083,0
104.125,50.75661903,0.357274372,3.165551839,,7.40885824,0
118.15625,49.16401719,0.385231907,1.846989967,13.53451549,10.64161056,0
123.140625,42.87203604,0.180741529,4.151337793,22.26676979,6.159561818,0
107.9375,41.44626604,0.436640053,0.857859532,11.74854421,16.76482591,0
98.9140625,47.46265429,0.423944511,4.278428094,,6.755160826,0
110.4765625,41.20716807,,2.25083612,14.85686302,9.857281719,0
125.0234375,57.23750749,0.126731399,13.57274247,45.78719381,3.358689457,0
101.1015625,47.02822288,0.4067084,0.908862876,10.58296835,16.47837713,0
121.53125,51.5341115,0.0776414,2.79264214,20.52106706,8.034259963,0
112.3671875,41.63098138,,1.359531773,14.60578416,11.94974997,0
129.25,48.07204879,0.150241717,18.74498328,53.93577579,2.763543964,0
127.953125,46.87380988,0.224679738,15.50919732,49.37337186,3.287572216,0
48.625,30.3327896,3.792205006,13.53344482,44.27628428,3.625515223,1
120.890625,46.09437235,-0.162202266,0.663879599,9.966955419,18.83762441,0
113.0234375,49.07447542,0.430765105,2.719899666,13.93796476,8.59301074,0
112.6875,49.84283894,0.278649757,64.73076923,93.25797332,0.855384005,0
117.453125,51.69378882,,1.212374582,11.08812589,14.65565191,0
114.890625,53.70641174,0.196139967,2.02006689,12.88466715,10.30758324,0
106.1015625,48.35349002,,0.903010033,11.52330593,15.99599601,0
96.9921875,44.11800513,,1.736622074,14.63205454,10.97309461,0
107.71875,52.06185286,0.278869299,12.37374582,40.519143,3.347249767,0
119.796875,61.04498333,0.191088338,2.108695652,15.22407522,10.84647063,0
126.96875,57.09079084,0.204108755,4.147157191,23.4774513,7.946445859,0
97.96875,41.15024634,0.46644888,2.793478261,16.88179416,8.212193881,0
104.5234375,45.05846286,,2.427257525,16.33237217,8.901441717,0
119.296875,58.68511835,0.060716049,37.01588629,65.15636388,1.517861659,0
116.40625,45.71795967,0.044329671,4.826086957,,6.024637359,0
80.3671875,34.80523288,,1.711538462,14.60515671,11.13932363,0
93.3984375,34.24163672,0.594230756,2.069397993,13.8265425,10.08134312,0
10.078125,38.35251975,5.20018925,122.1613712,65.31915379,0.144130842,1
138.8203125,53.15343851,-0.170722812,1.528428094,12.31471485,12.07332548,0
103.65625,47.72012113,0.257344525,4.382107023,25.48427899,6.204324895,0
111.046875,43.46907295,0.210298248,10.70819398,37.27103074,3.616924092,0
93.6796875,46.2285311,0.478034763,2.387123746,15.11388655,8.57880751,0
124.5390625,54.85035072,,7.439799331,36.61538168,4.790491664,0
120.1953125,52.83983148,0.185357575,45.25334448,73.76139012,1.215526238,0
112.8515625,44.58192772,0.276913807,2.075250836,13.56328001,10.76685986,0
41.7109375,37.34031676,3.844365532,43.37123746,66.25060844,1.434829018,1
119.6484375,50.82669541,0.125988795,14.03929766,48.12898251,3.350884269,0
112.1640625,49.6177226,0.194429525,2.650501672,,8.736279531,0
103.640625,48.02680475,0.482874081,3.101170569,16.49979118,7.78995805,0
86.8203125,38.40398612,0.768007764,2.101170569,16.60344986,10.44405588,0
96.875,43.2425933,0.685667618,9.996655518,,4.30095108,0
154.328125,54.53627081,,1.797658863,15.09227563,10.66082779,0
139.1484375,50.78510021,-0.145476016,1.489966555,12.03064925,13.17410621,0
109.2734375,46.84444251,0.369008648,1.813545151,12.31129877,11.14418701,0
107.8203125,56.95220496,0.313189007,4.454849498,28.02394703,6.631726752,0
98.546875,42.88809191,0.751079553,3.739966555,22.83018834,7.218699536,0
127.7734375,52.2166782,,2.052675585,14.46959913,9.743741894,0
117.6640625,51.54447069,0.151367269,7.972408027,36.56158146,4.759935856,0
129.78125,49.01911896,,1.964882943,17.96136985,10.36549191,0
110.953125,45.25256543,0.147586598,2.176421405,14.85323335,10.05025675,0
108.71875,55.12300698,0.476597707,154.7993311,88.74629315,-0.940553548,0
94.125,52.06171218,,5.097826087,25.96533505,6.540265511,0
125.8125,50.06226592,0.098213711,1.950668896,,10.54480926,0
114.6875,54.35110826,0.259063978,2.74916388,16.51164455,8.32291473,0
143.703125,44.03112524,0.007296773,2.413043478,15.86765806,9.480588794,0
132.25,61.85706811,-0.148176269,6.532608696,31.1636597,5.666190414,0
57.765625,37.58936942,2.855624364,87.66137124,60.78799619,0.753107688,1
114.3359375,50.64031826,0.265629333,1.665551839,15.6908421,11.10610613,0
127.6484375,43.63477502,-0.027529483,3.345317726,18.18325482,7.366258001,0
127.015625,48.63929487,-0.095873821,3.477424749,23.19537476,7.353730578,0
124.5390625,54.42539365,-0.021559977,0.831103679,10.57952379,16.91770101,0
121.609375,52.28291941,0.028331699,1.883779264,12.35859298,11.33630832,0
139.3984375,43.47293336,-0.006210416,3.45735786,18.32950053,7.349507734,0
110.046875,38.79530806,0.401450988,9.887959866,41.08447317,4.304703783,0
111.15625,41.81365609,-0.081760445,2.12541806,14.42902093,10.02978652,0
113.890625,41.44824227,0.322514564,1.845317726,13.84041824,11.08893095,0
109.375,37.31705374,,0.66638796,9.60150354,19.44733444,0
120.5859375,46.95269018,-0.078296762,4.189799331,27.21314229,6.812267683,0
92.8984375,33.12472638,0.747670302,1.094481605,10.51986191,16.0248918,0
106.6484375,56.14136591,0.393052433,3.775919732,23.72878293,7.048874019,0
78.2109375,35.42943081,0.88583668,2.114548495,15.75256275,9.026811448,0
94.78125,48.03806068,0.444129595,0.498327759,9.282765194,22.75314203,0
130.8984375,42.94433895,-0.140703597,2.078595318,13.05912116,10.23719707,0
135.5625,54.66356619,-0.21544974,3.074414716,21.99886697,7.8366866,0
106.9453125,44.64623245,0.506182597,1.785117057,15.36125123,10.79072071,0
147.7421875,48.20484385,,1.929765886,15.10592755,11.43638145,0
126.84375,48.86611772,0.055434514,2.153010033,17.73879125,9.435148407,0
147.6171875,48.73880017,0.133043098,0.93729097,,17.0457608,0
136.890625,42.77781156,-0.116846493,1.972408027,14.31507875,10.62455846,0
89.5546875,43.02866207,0.764876141,1.766722408,12.71661527,11.67609629,0
121.5390625,47.3058371,0.161783509,2.830267559,15.86888545,8.642340519,0
120.078125,59.00550946,0.060816546,2.596153846,16.07850573,8.36123051,0
116.2109375,44.34975556,0.176215304,2.06270903,12.89591393,10.3016424,0
77.7890625,38.68717737,1.041911621,1.716555184,13.88073038,10.85431273,0
124.2421875,52.44055356,0.235585136,1.867892977,14.40500909,11.79805571,0
107.734375,47.61966577,0.193134462,1.868729097,15.13341975,11.45036486,0
120.4296875,54.22013631,0.058401224,0.691471572,10.86813455,18.11525698,0
98.5703125,46.96486113,,2.163043478,15.97744037,9.966214944,0
126.09375,53.5326182,-0.077869583,2.136287625,16.6146263,9.404116353,0
130.8046875,45.40495888,,2.00083612,16.73447464,10.88950112,0
143.125,52.22771654,,2.171404682,13.34441693,10.00134368,0
121.3359375,47.25682446,0.2329332,2.407190635,20.00682781,9.17818655,0
106.3671875,46.88431092,,1.236622074,13.88762942,12.68935727,0
108.59375,41.52341913,0.188093211,3.223244147,,7.810566296,0
138.4453125,45.60184491,0.027962308,3.867892977,22.33881558,6.82564787,0
75.625,38.46812804,0.795750152,3.410535117,,6.973239262,0
132.4140625,46.74941967,-0.227629633,1.871237458,17.27778579,11.21566444,0
109.6640625,50.0387783,0.823345356,39.67976589,52.12905543,0.836126959,0
133.8984375,46.92977464,0.038795175,2.671404682,19.56153703,8.574377932,0
16.5390625,30.50074342,5.971549921,67.45150502,67.14417042,0.905511422,1
129.03125,43.08275784,-0.093376427,96.14715719,,-0.216747554,0
82.21875,49.9042736,,39.13545151,72.72962746,1.684182781,1
102.71875,47.00663808,0.385240289,2.658862876,15.33104093,8.491421178,0
117.6328125,53.20917906,0.32291023,5.589464883,28.06712909,5.582035661,0
128.96875,50.48157732,-0.017659876,10.86287625,,3.773144683,0
145.6875,44.71677363,,28.02257525,56.31279394,1.867385207,0
120.8671875,51.33382947,0.236742539,2.892976589,17.29128526,8.28996653,0
106.546875,47.15861854,0.277226181,5.928093645,30.4990791,5.258864821,0
161.4609375,41.13865699,-0.269351284,11.91137124,40.20845147,3.521496866,0
109.5546875,54.52705873,0.276643292,1.006688963,11.1730814,14.49422209,0
115.4453125,55.96731867,-0.016112673,8.755016722,36.51079031,4.305626138,0
115.9765625,48.56719972,0.184327106,3.767558528,21.00946158,7.668350721,0
105.4375,44.47238434,0.482972647,4.384615385,27.68357815,6.689029157,0
43,28.46653737,4.154733368,25.64381271,57.61593129,2.477722851,1
100.265625,45.35872373,0.332871475,12.05852843,43.43098842,3.763827058,0
101.140625,45.04905909,0.145294949,61.2132107,86.81333833,0.728795439,0
120.0078125,56.12673941,,2.307692308,14.50420217,9.161432158,0
137.7890625,49.9896321,-0.087397967,3.804347826,23.00163978,6.776079206,0
147.59375,53.65186354,-0.331162319,4.427257525,28.35339974,6.547949622,0
101.109375,44.96478385,0.46684233,4.303511706,,5.918597012,1
118.0859375,49.58893957,0.008047852,3.236622074,,7.656996735,0
104.359375,40.57857624,0.807804527,2.327759197,17.51667907,9.270957419,0
97.0625,47.27409273,0.278467144,0.553511706,,20.63675832,0
103.1328125,50.82727662,0.473620281,3.177257525,20.67025761,8.54079572,0
33.2265625,30.45724843,,26.70568562,57.7051843,2.45648463,1
127.6484375,44.53941194,-0.148489318,20.24832776,56.41202971,2.578873051,0
81.3125,40.00893455,0.676720789,2.147993311,14.80319062,9.604544167,0
100.46875,44.07325888,0.555637617,45.35702341,74.77745439,1.261686084,0
141.96875,50.47089779,0.244974491,2.823578595,16.23818776,8.207743613,0
125.7578125,46.02915959,0.196942099,2.663879599,20.81871263,8.948809134,0
114.4375,52.82337166,,2.889632107,18.06596588,7.776329338,0
115.3203125,45.5615884,0.299414607,1.788461538,16.34308893,10.58825144,0
134.71875,47.11504164,0.016790271,1.608695652,,11.57602809,0
132.0078125,47.14331476,-0.097256057,3.099498328,19.94073912,8.149702669,0
131.1015625,51.96345468,0.027495193,1.823578595,14.72262425,10.80190691,0
96.921875,41.80602704,0.504894933,1.349498328,13.66310823,12.00489558,0
106.390625,56.55752525,,1.493311037,13.85359867,12.70893869,0
83.5234375,37.84114924,0.988602865,1.239966555,12.78475425,13.81265453,0
106.7109375,57.72417609,0.196992737,4.964882943,24.46850623,6.281506321,0
171.8359375,43.73388584,-0.788434474,1.093645485,8.626760482,22.23225593,0
86.2734375,38.8250714,0.79835976,3.158026756,18.74336299,7.375990228,0
137.6015625,45.311481,0.202227635,1.85451505,12.42148201,11.28087134,0
97.3125,41.30843399,0.484945971,2.154682274,17.79562495,10.72121156,0
