UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5786,2,301.7,311.1,1469,37.2,128,0,0,0,0,0,0
5787,2,301.7,311.2,1521,36.7,130,0,0,0,0,0,0
5788,2,301.7,311.3,1584,38.8,132,0,0,0,0,0,0
5789,2,301.8,311.5,1443,43.3,134,0,0,0,0,0,0
5790,1,301.8,311.5,1416,49,136,0,0,0,0,0,0
5791,1,301.7,311.2,1563,34.5,139,0,0,0,0,0,0
5792,1,301.8,311.3,1542,40.1,142,0,0,0,0,0,0
5793,1,301.8,311.3,1624,31.6,145,0,0,0,0,0,0
5794,2,301.8,311.3,1471,44.2,148,0,0,0,0,0,0
5795,1,301.9,311.5,1492,40.8,150,0,0,0,0,0,0
5796,1,301.9,311.4,1465,39.9,153,0,0,0,0,0,0
5797,2,301.7,311.1,1399,55.1,156,0,0,0,0,0,0
5798,2,301.6,311,1431,42.6,158,0,0,0,0,0,0
5799,2,301.5,310.9,1600,39,160,0,0,0,0,0,0
5800,2,301.5,310.8,1593,34.5,162,0,0,0,0,0,0
5801,2,301.5,310.9,1469,44.7,164,0,0,0,0,0,0
5802,2,301.5,310.8,1413,44.6,166,0,0,0,0,0,0
5803,2,301.4,310.8,1490,38,168,0,0,0,0,0,0
5804,2,301.5,310.9,1671,31.1,170,0,0,0,0,0,0
5805,2,301.5,310.9,1365,46.5,172,0,0,0,0,0,0
5806,1,301.4,310.9,1557,39.3,174,0,0,0,0,0,0
5807,2,301.4,310.9,1440,45.4,177,0,0,0,0,0,0
5808,1,301.4,310.9,1489,38.9,179,0,0,0,0,0,0
5809,2,301.4,311,1733,25.7,182,0,0,0,0,0,0
5810,3,301.3,311,1580,36.6,184,0,0,0,0,0,0
5811,2,301.3,311,1856,21.9,189,0,0,0,0,0,0
5812,2,301.3,311.1,1454,40.3,191,0,0,0,0,0,0
5813,2,301.4,311.1,1495,36.3,193,0,0,0,0,0,0
5814,2,301.2,311,1761,29.1,195,0,0,0,0,0,0
5815,1,301.3,311,1402,47.5,197,0,0,0,0,0,0
5816,2,301.2,311,1670,33,200,0,0,0,0,0,0
5817,2,301.3,311,1582,35.6,202,0,0,0,0,0,0
5818,2,301.3,311,1542,35.1,204,0,0,0,0,0,0
5819,2,301.3,311,1539,36.9,206,0,0,0,0,0,0
5820,2,301.3,311,1418,41.9,208,0,0,0,0,0,0
5821,2,301.3,311.1,1723,27.6,210,0,0,0,0,0,0
5822,2,301.3,311.1,1303,49.2,212,0,0,0,0,0,0
5823,1,301.3,311,1463,50.2,214,0,0,0,0,0,0
5824,2,301.2,311,1544,39.3,217,0,0,0,0,0,0
5825,2,301.2,311,1596,37.2,219,0,0,0,0,0,0
5826,2,301.3,311.1,1413,42,221,0,0,0,0,0,0
5827,1,301.3,311.1,1492,41.2,223,0,0,0,0,0,0
5828,2,301.3,311.1,1624,40.9,0,0,0,0,0,0,0
5829,2,301.3,311.1,1504,39.1,2,0,0,0,0,0,0
5830,1,301.2,311.1,1574,34.3,4,0,0,0,0,0,0
5831,1,301.3,311.2,1438,42.4,7,0,0,0,0,0,0
5832,2,301.3,311.3,1474,50.7,10,0,0,0,0,0,0
5833,2,301.3,311.2,1675,32.1,12,0,0,0,0,0,0
5834,2,301.3,311.2,1457,44.5,14,0,0,0,0,0,0
5835,2,301.3,311.3,1434,49.8,16,0,0,0,0,0,0
5836,2,301.3,311.2,1668,30.1,18,0,0,0,0,0,0
5837,2,301.2,311.1,1550,39.7,20,0,0,0,0,0,0
5838,1,301.3,311.1,1834,25.4,22,0,0,0,0,0,0
5839,1,301.4,311.2,1476,36.5,25,0,0,0,0,0,0
5840,1,301.4,311.2,1541,36.3,28,0,0,0,0,0,0
5841,1,301.3,311.1,1581,30.9,31,0,0,0,0,0,0
5842,1,301.3,311.1,1678,30.7,34,0,0,0,0,0,0
5843,2,301.4,311.2,1355,50.6,37,0,0,0,0,0,0
5844,2,301.5,311.2,1700,28.8,39,0,0,0,0,0,0
5845,2,301.4,311.1,1462,37.1,41,0,0,0,0,0,0
5846,1,301.4,311.2,1727,26.5,43,0,0,0,0,0,0
5847,2,301.4,311.3,1674,33.3,46,0,0,0,0,0,0
5848,2,301.4,311.3,1397,42.3,48,0,0,0,0,0,0
5849,2,301.4,311.3,2323,15.9,50,0,0,0,0,0,0
5850,1,301.4,311.2,1434,47.6,52,0,0,0,0,0,0
5851,2,301.3,311.1,1560,35.3,55,0,0,0,0,0,0
5852,2,301.2,311,1573,32.8,57,0,0,0,0,0,0
5853,3,301.2,310.9,1798,22.3,59,0,0,0,0,0,0
5854,2,301.2,311,1567,35.1,64,0,0,0,0,0,0
5855,2,301.2,310.9,1416,53.3,66,0,0,0,0,0,0
5856,1,301.2,310.9,1424,45.2,68,0,0,0,0,0,0
5857,3,301.2,310.9,1598,35.9,71,0,0,0,0,0,0
5858,2,301.3,310.9,1760,23.9,76,0,0,0,0,0,0
5859,2,301.3,311,1348,44.5,78,0,0,0,0,0,0
5860,2,301.3,311,1542,33.6,80,0,0,0,0,0,0
5861,2,301.3,310.9,1566,33.1,82,0,0,0,0,0,0
5862,2,301.3,311,1554,47.7,84,0,0,0,0,0,0
5863,2,301.4,311,1470,40.6,86,0,0,0,0,0,0
5864,1,301.4,311.1,1758,25.4,88,0,0,0,0,0,0
5865,1,301.4,311,1486,36.5,91,0,0,0,0,0,0
5866,1,301.5,311.1,1402,40,94,0,0,0,0,0,0
5867,2,301.5,311.1,1459,45.1,97,0,0,0,0,0,0
5868,2,301.5,311,1494,45.3,99,0,0,0,0,0,0
5869,2,301.5,311.1,1731,27.9,101,0,0,0,0,0,0
5870,2,301.5,311.1,2076,18.7,103,0,0,0,0,0,0
5871,2,301.5,311.1,2055,16.8,105,0,0,0,0,0,0
5872,2,301.5,311.1,1469,49.5,107,0,0,0,0,0,0
5873,1,301.5,311,1504,42.6,109,0,0,0,0,0,0
5874,1,301.5,311.1,1396,43.5,112,0,0,0,0,0,0
5875,1,301.5,311.1,1660,33.8,115,0,0,0,0,0,0
5876,1,301.5,311,1577,39.7,118,0,0,0,0,0,0
5877,2,301.5,311.1,1426,52.1,121,0,0,0,0,0,0
5878,2,301.5,311.1,1458,41.4,123,0,0,0,0,0,0
5879,2,301.4,311,1533,45.8,125,0,0,0,0,0,0
5880,2,301.4,311,1701,28.4,127,0,0,0,0,0,0
5881,2,301.5,311.1,1434,49.6,129,0,0,0,0,0,0
5882,2,301.4,311.1,1952,22.7,131,0,0,0,0,0,0
5883,2,301.4,311.1,1469,36.9,133,0,0,0,0,0,0
5884,2,301.4,311.1,1800,26,135,0,0,0,0,0,0
5885,1,301.3,311.1,1438,43,137,0,0,0,0,0,0
5886,2,301.3,311.1,1647,28.2,140,0,0,0,0,0,0
5887,2,301.4,311.1,1494,41.9,142,0,0,0,0,0,0
5888,3,301.4,311.1,1445,41.4,144,0,0,0,0,0,0
5889,1,301.5,311.1,1507,38.6,149,0,0,0,0,0,0
5890,1,301.4,311,1234,55.8,152,0,0,0,0,0,0
5891,2,301.4,311,1634,32.6,155,0,0,0,0,0,0
5892,2,301.4,311,1334,53.3,157,0,0,0,0,0,0
5893,2,301.4,311.1,1472,44.5,159,0,0,0,0,0,0
5894,1,301.3,311,1410,52.7,161,0,0,0,0,0,0
5895,2,301.2,310.9,1597,37.9,164,0,0,0,0,0,0
5896,1,301.2,310.9,1460,46.7,166,0,0,0,0,0,0
5897,2,301.1,310.8,1274,55.7,169,0,0,0,0,0,0
5898,1,301,310.7,1517,40.2,171,0,0,0,0,0,0
5899,2,301,310.7,1300,57.2,174,0,0,0,0,0,0
5900,3,300.9,310.6,1686,27.7,176,0,0,0,0,0,0
5901,1,300.9,310.7,1485,41,181,0,0,0,0,0,0
5902,2,301,310.7,1464,45.8,184,0,0,0,0,0,0
5903,2,300.9,310.6,1598,35.4,186,0,0,0,0,0,0
5904,2,300.9,310.5,1894,21.9,188,0,0,0,0,0,0
5905,1,300.8,310.5,1330,59,190,0,0,0,0,0,0
5906,3,300.8,310.5,1582,31.1,193,0,0,0,0,0,0
5907,2,300.7,310.3,1533,35.6,198,0,0,0,0,0,0
5908,3,300.8,310.4,1419,46.4,200,0,0,0,0,0,0
5909,1,300.8,310.3,1526,36.3,205,0,0,0,0,0,0
5910,3,300.7,310.2,1364,65.3,208,1,1,0,1,1,0
5911,1,300.8,310.3,1458,43.4,0,0,0,0,0,0,0
5912,1,300.8,310.4,1288,64,3,0,0,0,0,0,0
5913,1,300.7,310.3,1659,29.8,6,0,0,0,0,0,0
5914,3,300.7,310.2,1479,52.3,9,0,0,0,0,0,0
5915,2,300.7,310.3,1592,36,14,0,0,0,0,0,0
5916,1,300.6,310.2,1532,38.7,16,0,0,0,0,0,0
5917,2,300.6,310.2,1555,41.9,19,0,0,0,0,0,0
5918,2,300.6,310.2,1341,52.6,21,0,0,0,0,0,0
5919,2,300.6,310.1,1541,42,23,0,0,0,0,0,0
5920,2,300.6,310.3,1414,50.6,25,0,0,0,0,0,0
5921,2,300.5,310.2,1764,25.9,27,0,0,0,0,0,0
5922,2,300.5,310.3,1336,57.1,29,0,0,0,0,0,0
5923,2,300.5,310.3,1435,43.3,31,0,0,0,0,0,0
5924,1,300.4,310.3,1537,35,33,0,0,0,0,0,0
5925,2,300.3,310.2,1369,48.8,36,0,0,0,0,0,0
5926,1,300.2,310.1,1619,31.3,38,0,0,0,0,0,0
5927,2,300.2,310.1,1440,51.1,41,0,0,0,0,0,0
5928,2,300.2,310.1,1649,30.5,43,0,0,0,0,0,0
5929,1,300.2,310.1,1550,38.7,45,0,0,0,0,0,0
5930,2,300.3,310.2,1471,45.2,48,0,0,0,0,0,0
5931,2,300.3,310.3,1483,51.6,50,0,0,0,0,0,0
5932,2,300.3,310.4,1336,54.4,52,0,0,0,0,0,0
5933,2,300.5,310.5,1515,36.6,54,0,0,0,0,0,0
5934,2,300.5,310.5,1373,47.4,56,0,0,0,0,0,0
5935,3,300.6,310.5,1454,51.2,58,0,0,0,0,0,0
5936,2,300.5,310.5,1646,34.5,63,0,0,0,0,0,0
5937,1,300.5,310.4,1548,37.3,65,0,0,0,0,0,0
5938,1,300.6,310.5,1462,41.3,68,0,0,0,0,0,0
5939,2,300.5,310.4,1702,33.1,71,0,0,0,0,0,0
5940,2,300.5,310.5,1409,60.9,73,0,0,0,0,0,0
5941,1,300.6,310.6,1427,52.8,75,0,0,0,0,0,0
5942,2,300.6,310.7,1438,48.5,78,1,0,0,0,0,0
5943,2,300.7,310.7,1450,43.4,80,0,0,0,0,0,0
5944,2,300.7,310.7,1541,41.3,82,0,0,0,0,0,0
5945,1,300.7,310.6,1484,38,84,0,0,0,0,0,0
5946,1,300.8,310.8,1415,44.5,87,0,0,0,0,0,0
5947,2,300.7,310.8,1496,46.4,90,0,0,0,0,0,0
5948,1,300.7,310.8,1465,45.2,92,0,0,0,0,0,0
5949,2,300.7,310.8,2113,18.5,95,0,0,0,0,0,0
5950,1,300.7,310.8,1506,44,97,0,0,0,0,0,0
5951,2,300.7,310.8,1689,28.9,100,0,0,0,0,0,0
5952,2,300.7,310.9,1650,29.4,102,0,0,0,0,0,0
5953,2,300.7,310.8,1563,33.8,104,0,0,0,0,0,0
5954,1,300.7,310.9,1486,38.9,106,0,0,0,0,0,0
5955,2,300.8,310.9,1732,25.7,109,0,0,0,0,0,0
5956,2,300.7,310.8,1653,31.6,111,0,0,0,0,0,0
5957,2,300.7,310.9,1535,37.1,113,0,0,0,0,0,0
5958,2,300.7,310.9,1637,37.2,115,0,0,0,0,0,0
5959,2,300.6,310.8,1533,38.5,117,0,0,0,0,0,0
5960,2,300.6,310.8,1378,51.2,119,0,0,0,0,0,0
5961,2,300.5,310.7,1606,33.5,121,0,0,0,0,0,0
5962,2,300.3,310.7,1539,32.3,123,0,0,0,0,0,0
5963,2,300.5,310.8,1728,26.3,125,0,0,0,0,0,0
5964,3,300.4,310.7,1656,36.3,127,0,0,0,0,0,0
5965,3,300.5,310.8,1631,30.5,132,0,0,0,0,0,0
5966,3,300.5,310.9,1447,46.5,137,0,0,0,0,0,0
5967,2,300.4,310.8,1396,49.3,142,0,0,0,0,0,0
5968,2,300.4,310.8,1390,52.5,144,0,0,0,0,0,0
5969,2,300.4,310.8,1348,56,146,0,0,0,0,0,0
5970,1,300.4,310.8,1491,35.9,148,0,0,0,0,0,0
5971,2,300.4,310.8,1520,37.6,151,0,0,0,0,0,0
5972,2,300.5,310.8,1509,33,153,0,0,0,0,0,0
5973,2,300.5,310.8,1445,46.6,155,0,0,0,0,0,0
5974,2,300.5,310.8,1354,51.8,157,0,0,0,0,0,0
5975,2,300.5,310.7,1488,39.4,159,0,0,0,0,0,0
5976,3,300.5,310.7,1654,28.6,161,0,0,0,0,0,0
5977,3,300.5,310.6,1378,51.5,166,0,0,0,0,0,0
5978,2,300.6,310.7,1750,30.6,171,0,0,0,0,0,0
5979,2,300.5,310.6,1448,46.3,173,0,0,0,0,0,0
5980,3,300.6,310.7,1501,45.3,175,0,0,0,0,0,0
5981,1,300.6,310.7,1654,32,180,0,0,0,0,0,0
5982,1,300.7,310.7,1347,46.5,183,0,0,0,0,0,0
5983,2,300.7,310.8,1486,37.1,186,0,0,0,0,0,0
5984,3,300.8,310.8,1466,45.2,188,0,0,0,0,0,0
5985,3,300.7,310.8,1346,52,193,0,0,0,0,0,0
5986,2,300.7,310.7,1314,42.4,198,0,0,0,0,0,0
5987,2,300.6,310.7,1440,52.5,200,0,0,0,0,0,0
5988,2,300.7,310.8,1608,39.5,202,0,0,0,0,0,0
5989,3,300.7,310.8,1296,58.2,204,0,0,0,0,0,0
5990,2,300.7,310.7,1507,46.1,209,0,0,0,0,0,0
5991,1,300.7,310.7,1343,51.6,211,0,0,0,0,0,0
5992,2,300.7,310.7,1416,40.4,214,0,0,0,0,0,0
5993,2,300.7,310.6,1288,47.2,216,0,0,0,0,0,0
5994,1,300.7,310.6,1407,42.4,218,0,0,0,0,0,0
5995,2,300.6,310.4,1608,39.2,221,0,0,0,0,0,0
5996,2,300.6,310.3,1920,22.3,223,0,0,0,0,0,0
5997,1,300.5,310.2,1386,48.2,225,0,0,0,0,0,0
5998,1,300.5,310.2,1571,34.6,228,0,0,0,0,0,0
5999,1,300.4,310.2,1613,36.9,231,0,0,0,0,0,0
6000,1,300.4,310.2,1671,30.5,234,1,1,0,0,0,0
6001,3,300.4,310.2,1431,43.2,0,0,0,0,0,0,0
6002,1,300.4,310.2,1380,47.3,5,0,0,0,0,0,0
6003,2,300.5,310.3,1683,31.5,8,0,0,0,0,0,0
6004,2,300.4,310.2,1529,36.2,10,0,0,0,0,0,0
6005,2,300.5,310.4,1761,26.5,12,0,0,0,0,0,0
6006,2,300.6,310.5,1570,38.3,14,0,0,0,0,0,0
6007,1,300.6,310.5,2156,18,16,0,0,0,0,0,0
6008,1,300.7,310.6,1349,54.5,19,0,0,0,0,0,0
6009,2,300.7,310.7,1431,39.3,22,0,0,0,0,0,0
6010,2,300.6,310.6,1931,22,24,0,0,0,0,0,0
6011,3,300.7,310.7,1428,43.4,26,0,0,0,0,0,0
6012,2,300.8,310.8,1564,36.2,31,0,0,0,0,0,0
6013,3,300.8,310.9,1425,44,33,0,0,0,0,0,0
6014,2,300.7,310.8,1597,30.5,38,0,0,0,0,0,0
6015,3,300.8,310.8,1618,32.8,40,0,0,0,0,0,0
6016,1,300.8,310.8,1520,38,45,0,0,0,0,0,0
6017,2,300.7,310.7,1425,45.3,48,0,0,0,0,0,0
6018,2,300.8,310.9,1398,38.2,50,0,0,0,0,0,0
6019,1,300.8,310.9,1557,31.6,52,0,0,0,0,0,0
6020,2,300.7,310.8,1519,43.9,55,0,0,0,0,0,0
6021,2,300.7,310.8,1619,34.9,57,0,0,0,0,0,0
6022,2,300.7,310.8,1814,21.4,59,0,0,0,0,0,0
6023,2,300.7,310.9,1521,39.4,61,0,0,0,0,0,0
6024,1,300.7,310.9,1369,51.2,63,0,0,0,0,0,0
6025,2,300.7,310.9,1356,65.3,66,1,0,0,1,0,0
6026,2,300.7,311,1336,53.3,68,0,0,0,0,0,0
6027,2,300.7,311,1403,48.3,70,0,0,0,0,0,0
6028,1,300.7,311,1413,44.3,72,0,0,0,0,0,0
6029,2,300.6,310.9,1472,47.6,75,0,0,0,0,0,0
6030,1,300.7,310.8,1452,47.9,77,0,0,0,0,0,0
6031,2,300.6,310.7,1397,53.7,80,0,0,0,0,0,0
6032,2,300.6,310.7,1455,40.6,82,0,0,0,0,0,0
6033,2,300.7,310.8,1754,27.7,84,0,0,0,0,0,0
6034,2,300.6,310.9,1471,37.9,86,0,0,0,0,0,0
6035,1,300.6,310.8,1389,48.1,88,0,0,0,0,0,0
6036,1,300.6,310.9,1702,30.3,91,0,0,0,0,0,0
6037,1,300.6,311,1401,54.6,94,0,0,0,0,0,0
6038,2,300.7,311.1,1426,46.2,97,0,0,0,0,0,0
6039,2,300.7,311,1496,38.3,99,0,0,0,0,0,0
6040,2,300.6,310.9,1433,42.6,101,0,0,0,0,0,0
6041,1,300.7,311.1,1438,46.6,103,0,0,0,0,0,0
6042,1,300.7,311,1418,49.3,106,0,0,0,0,0,0
6043,1,300.8,311,1580,36.6,109,0,0,0,0,0,0
6044,1,300.7,310.9,1468,41.8,112,0,0,0,0,0,0
6045,1,300.8,310.9,1522,41.7,115,0,0,0,0,0,0
6046,2,300.8,310.9,1311,55.8,118,0,0,0,0,0,0
6047,2,300.9,311,1316,56.5,120,0,0,0,0,0,0
6048,3,300.9,311,1853,23.6,122,0,0,0,0,0,0
6049,1,300.9,311,1556,38.8,127,0,0,0,0,0,0
6050,1,300.9,311,1567,34.3,130,0,0,0,0,0,0
6051,1,300.9,311.1,1546,37.7,133,0,0,0,0,0,0
6052,2,300.9,311,1382,51.2,136,0,0,0,0,0,0
6053,2,300.9,311,2003,20.2,138,0,0,0,0,0,0
6054,2,300.8,310.9,1748,29.9,140,0,0,0,0,0,0
6055,3,300.7,310.8,1518,40.1,142,0,0,0,0,0,0
6056,2,300.7,310.8,1475,42,147,0,0,0,0,0,0
6057,2,300.8,310.8,1634,29.2,149,0,0,0,0,0,0
6058,2,300.8,310.8,1689,32.9,151,0,0,0,0,0,0
6059,1,300.9,310.9,1636,35.3,153,0,0,0,0,0,0
6060,2,300.9,311,2235,15.8,156,0,0,0,0,0,0
6061,2,301,311.1,1615,35.6,158,0,0,0,0,0,0
6062,3,301.1,311.1,1618,29.5,160,0,0,0,0,0,0
6063,1,301.1,311.2,1407,53,165,0,0,0,0,0,0
6064,2,301.1,311.1,1450,43.3,168,0,0,0,0,0,0
6065,2,301.1,311.1,1889,23.8,170,0,0,0,0,0,0
6066,2,301,310.9,1568,38.2,172,0,0,0,0,0,0
6067,2,301,311,1804,25.8,174,0,0,0,0,0,0
6068,2,301,311,1582,37.5,176,0,0,0,0,0,0
6069,1,301,310.9,2047,17.9,178,0,0,0,0,0,0
6070,2,300.9,310.9,1601,34,181,0,0,0,0,0,0
6071,2,300.9,310.9,1615,32,183,0,0,0,0,0,0
6072,1,300.9,310.8,1452,43.6,185,0,0,0,0,0,0
6073,1,300.9,310.8,1695,30.2,188,0,0,0,0,0,0
6074,1,300.9,310.8,1790,26.2,191,0,0,0,0,0,0
6075,1,301,310.8,1533,39.3,194,0,0,0,0,0,0
6076,2,301,310.9,1813,28.5,197,0,0,0,0,0,0
6077,2,301,310.9,1492,36.7,199,0,0,0,0,0,0
6078,2,300.9,310.7,1479,43.3,201,0,0,0,0,0,0
6079,2,300.8,310.7,1339,59.1,203,1,0,0,0,1,0
6080,1,300.8,310.7,1371,44.7,205,0,0,0,0,0,0
6081,2,300.9,310.7,1468,36.2,208,0,0,0,0,0,0
6082,2,300.9,310.7,1517,41.7,210,0,0,0,0,0,0
6083,2,300.9,310.7,1352,46.4,212,0,0,0,0,0,0
6084,2,300.9,310.7,1389,50,214,0,0,0,0,0,0
6085,1,300.8,310.6,1505,36.2,0,0,0,0,0,0,0
6086,2,300.9,310.6,1538,36.7,3,0,0,0,0,0,0
6087,2,300.9,310.8,1482,37,5,0,0,0,0,0,0
6088,1,300.9,310.8,1599,33,7,0,0,0,0,0,0
6089,2,300.9,310.8,1476,39,10,0,0,0,0,0,0
6090,2,300.9,310.7,1509,37.5,12,0,0,0,0,0,0
6091,2,300.9,310.8,1708,29.1,14,0,0,0,0,0,0
6092,2,300.9,310.7,1412,57.5,16,0,0,0,0,0,1
6093,2,300.9,310.7,1658,28.5,18,0,0,0,0,0,0
6094,2,301,310.8,1375,57.2,20,0,0,0,0,0,0
6095,1,300.9,310.8,1402,48.1,22,0,0,0,0,0,0
6096,1,300.9,310.7,1452,47.3,25,0,0,0,0,0,0
6097,1,300.8,310.7,1483,40.8,28,0,0,0,0,0,0
6098,3,300.9,310.8,1477,38.4,31,0,0,0,0,0,0
6099,1,300.8,310.7,1924,22.4,36,0,0,0,0,0,0
6100,3,300.9,310.7,1609,28.7,39,0,0,0,0,0,0
6101,1,300.8,310.7,1886,21.1,44,0,0,0,0,0,0
6102,2,300.7,310.6,1616,29.6,47,0,0,0,0,0,0
6103,2,300.7,310.7,1442,43.2,49,0,0,0,0,0,0
6104,2,300.8,310.8,1407,45.1,51,0,0,0,0,0,0
6105,1,300.8,310.8,1461,41.3,53,0,0,0,0,0,0
6106,1,300.8,310.9,1522,46.2,56,0,0,0,0,0,0
6107,2,300.9,311,1432,48.1,59,0,0,0,0,0,0
6108,2,300.9,311,1438,49,61,0,0,0,0,0,0
6109,1,300.8,310.9,1678,28.1,63,0,0,0,0,0,0
6110,1,300.8,310.9,1514,38.7,66,0,0,0,0,0,0
6111,2,300.7,310.8,1534,41.3,69,0,0,0,0,0,0
6112,1,300.7,310.8,1486,41.2,71,0,0,0,0,0,0
6113,2,300.7,310.8,1925,22,74,0,0,0,0,0,0
6114,1,300.7,310.8,1724,30,76,0,0,0,0,0,0
6115,1,300.8,310.8,1549,35.5,79,0,0,0,0,0,0
6116,2,300.8,310.9,1457,47.7,82,0,0,0,0,0,0
6117,2,300.8,310.9,1453,43.9,84,0,0,0,0,0,0
6118,2,300.8,311,1578,44.4,86,0,0,0,0,0,0
6119,1,300.9,311.1,1325,61.4,88,0,0,0,0,0,0
6120,2,300.9,311.1,1471,39.3,91,0,0,0,0,0,0
6121,1,300.9,311.2,1472,40,93,0,0,0,0,0,0
6122,2,300.9,311.1,1457,37.4,96,0,0,0,0,0,0
6123,2,301,311,1402,55.3,98,0,0,0,0,0,0
6124,2,300.9,310.9,1477,41.5,100,0,0,0,0,0,0
6125,1,300.9,310.9,1727,30.1,102,0,0,0,0,0,0
6126,2,300.9,310.9,1995,20.2,105,0,0,0,0,0,0
6127,2,300.9,310.9,1370,52.5,107,0,0,0,0,0,0
6128,2,300.9,310.9,1228,66.4,109,0,0,0,0,0,0
6129,2,300.9,311,1499,38,111,0,0,0,0,0,0
6130,1,301,311,1508,46.9,113,0,0,0,0,0,0
6131,2,301,310.9,1473,44.2,116,0,0,0,0,0,0
6132,3,301,311,1640,37.6,118,0,0,0,0,0,0
6133,2,301.1,311.1,1429,42.5,123,0,0,0,0,0,0
6134,2,301.1,311.1,1470,40.9,125,0,0,0,0,0,0
6135,2,301,311,1581,37,127,0,0,0,0,0,0
6136,2,301,310.9,1740,28.9,129,0,0,0,0,0,0
6137,3,300.9,310.8,1390,40.6,131,0,0,0,0,0,0
6138,1,300.9,310.8,1988,19.7,136,0,0,0,0,0,0
6139,1,300.8,310.7,1452,43,139,0,0,0,0,0,0
6140,2,300.8,310.7,1586,33.4,142,0,0,0,0,0,0
6141,2,300.8,310.7,1589,34.3,144,0,0,0,0,0,0
6142,2,300.8,310.8,1486,45.7,146,0,0,0,0,0,0
6143,2,300.9,310.9,1755,27.9,148,0,0,0,0,0,0
6144,1,301,310.9,1575,34.6,150,0,0,0,0,0,0
6145,1,301.1,311.1,1615,37.7,153,0,0,0,0,0,0
6146,1,301.1,311.1,1436,41.8,156,0,0,0,0,0,0
6147,1,301.1,311.1,1470,40.6,159,0,0,0,0,0,0
6148,1,301.1,311.1,2089,19.8,162,0,0,0,0,0,0
6149,2,301.1,311.2,1564,37,165,0,0,0,0,0,0
6150,1,301,311.1,1420,47.4,167,0,0,0,0,0,0
6151,2,301.1,311.1,1711,29.1,170,0,0,0,0,0,0
6152,2,301.1,311.2,1555,35.3,172,0,0,0,0,0,0
6153,1,301.1,311.1,1592,35.7,174,0,0,0,0,0,0
6154,2,301,311.1,1236,64.4,177,1,0,0,0,1,0
6155,1,301,310.9,1765,24.2,179,0,0,0,0,0,0
6156,2,301,311,1634,31.2,182,0,0,0,0,0,0
6157,2,301.1,311.1,1508,41.5,184,0,0,0,0,0,0
6158,2,301.1,311.2,1774,29.6,186,0,0,0,0,0,0
6159,2,301.1,311,1677,29.1,188,0,0,0,0,0,0
6160,2,301,311,1399,58,190,1,0,0,0,1,0
6161,2,301,310.9,1570,34,192,0,0,0,0,0,0
6162,2,301,310.9,1479,44.3,194,0,0,0,0,0,0
6163,2,301,310.8,1558,34.9,196,0,0,0,0,0,0
6164,2,300.8,310.7,1358,48.1,198,0,0,0,0,0,0
6165,3,300.9,310.7,1656,30.7,200,0,0,0,0,0,0
6166,2,300.9,310.7,1523,35.8,205,0,0,0,0,0,0
6167,3,300.9,310.7,1403,40.6,207,0,0,0,0,0,0
6168,1,300.9,310.7,1362,51.6,212,0,0,0,0,0,0
6169,1,300.7,310.6,1778,27.1,215,0,0,0,0,0,0
6170,2,300.7,310.5,1448,38.2,218,0,0,0,0,0,0
6171,3,300.8,310.5,1559,40.1,220,0,0,0,0,0,0
6172,2,300.8,310.6,1416,42.2,225,0,0,0,0,0,0
6173,2,300.8,310.6,1577,37.9,227,1,1,0,0,0,0
6174,2,300.8,310.7,1633,27.8,0,0,0,0,0,0,0
6175,2,300.9,310.7,1573,31.2,2,0,0,0,0,0,0
6176,2,300.9,310.8,1517,44.3,4,0,0,0,0,0,0
6177,2,301,310.9,1515,37.3,6,0,0,0,0,0,0
6178,2,301,310.8,1527,45.3,8,0,0,0,0,0,0
6179,2,301.1,310.9,1282,67.9,10,1,0,0,1,0,0
6180,1,301.1,310.9,1396,45.1,12,0,0,0,0,0,0
6181,2,301,310.9,1492,44.6,15,0,0,0,0,0,0
6182,2,301,310.8,1975,19.7,17,0,0,0,0,0,0
6183,2,301,310.8,1475,35.3,19,0,0,0,0,0,0
6184,3,301,310.9,1495,37.3,21,0,0,0,0,0,0
6185,2,301,311,1553,35.8,26,0,0,0,0,0,0
6186,2,301.1,311,1918,21.7,28,0,0,0,0,0,0
6187,1,301.1,311,1413,46.6,30,0,0,0,0,0,0
6188,2,301,311,1437,56,33,0,0,0,0,0,0
6189,2,301,310.9,1450,45.9,35,0,0,0,0,0,0
6190,1,301,310.9,1910,21.9,37,0,0,0,0,0,0
6191,2,300.9,310.9,1749,26.4,40,0,0,0,0,0,0
6192,3,301,310.9,1916,22,42,0,0,0,0,0,0
6193,2,301,310.9,1428,45.3,47,0,0,0,0,0,0
6194,2,301,310.9,1578,38.4,49,0,0,0,0,0,0
6195,2,300.9,310.8,1571,39.9,51,0,0,0,0,0,0
6196,2,300.9,310.8,1729,30.2,53,0,0,0,0,0,0
6197,2,300.9,310.8,1701,30.4,55,0,0,0,0,0,0
6198,2,300.9,310.8,1493,45.8,57,0,0,0,0,0,0
6199,1,301,310.9,1554,32.7,59,0,0,0,0,0,0
6200,2,300.9,310.9,1497,43.2,62,0,0,0,0,0,0
6201,2,301,310.9,1679,29.8,64,0,0,0,0,0,0
6202,1,301,310.9,1510,44.5,66,0,0,0,0,0,0
6203,2,301,310.9,1296,54.9,69,0,0,0,0,0,0
